Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA FLT) / (Pool),Ratios: (Ba Pool) / (Pool),Ratios: (FLT Pool) / (Pool),Ratio Standard Errors [%]: (NASA FLT) / (Pool),Ratio Standard Errors [%]: (Ba Pool) / (Pool),Ratio Standard Errors [%]: (FLT Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProtein,Q8BU33,Acetolactate synthase-like protein OS=Mus musculus GN=Ilvbl PE=1 SV=1,25.1582278481013,10,11,10,1,632,68.113,8.69,0.96,0.8,0.9,32.23,9.56,16.73,,10,0,0.0,Green,24.3207229750683
False,IsMasterProtein,Q9WV60,Glycogen synthase kinase-3 beta OS=Mus musculus GN=Gsk3b PE=1 SV=2,25.7142857142857,7,7,7,1,420,46.681,8.78,0.95,0.64,0.82,36.37,50.06,2.52,,7,0,0.0,Green,24.2946410124156
False,IsMasterProtein,Q3TV62,"Torsin family 1, member A (Torsin A), isoform CRA_a OS=Mus musculus GN=Tor1a PE=2 SV=1",23.1231231231231,7,7,7,1,333,37.805,7.17,1.25,0.97,1.19,35.71,6.79,5.81,,7,0,0.0,Green,24.2859595906371
False,IsMasterProtein,O89023,Tripeptidyl-peptidase 1 OS=Mus musculus GN=Tpp1 PE=1 SV=2,15.4804270462633,7,15,6,1,562,61.304,6.57,1.03,0.92,1.0,21.67,1.82,0.13,,7,0,0.0,Green,24.2837296609156
False,IsMasterProtein,A2ACM0,Regulatory-associated protein of mTOR OS=Mus musculus GN=Rptor PE=1 SV=1,11.4606741573034,12,13,12,1,1335,149.401,6.87,1.12,0.75,1.18,42.63,23.49,22.26,,12,0,0.0,Green,24.2569433580842
False,IsMasterProteinCandidate,Q8K4Q0,Regulatory-associated protein of mTOR OS=Mus musculus GN=Rptor PE=1 SV=1,11.4606741573034,12,13,12,1,1335,149.375,6.87,1.12,0.75,1.18,42.63,23.49,22.26,,12,0,0.0,Green,24.2569433580842
False,IsMasterProteinCandidate,A4FUW1,4932417H02Rik protein (Fragment) OS=Mus musculus GN=Rptor PE=2 SV=1,11.4778694673668,12,13,12,1,1333,149.141,6.93,1.12,0.75,1.18,42.63,23.49,22.26,,12,0,0.0,Green,24.2569433580842
False,IsMasterProtein,P16254,Signal recognition particle 14 kDa protein OS=Mus musculus GN=Srp14 PE=1 SV=1,57.2727272727273,8,9,8,1,110,12.502,10.17,1.14,0.85,1.1,33.74,21.38,39.0,,8,0,0.0,Green,24.2286129245139
False,IsMasterProtein,P12815,Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2,37.696335078534,8,15,8,1,191,21.854,5.4,1.03,0.79,1.0,21.59,29.67,4.41,,8,0,0.0,Green,24.2097700121446
False,IsMasterProtein,G0YP42,Anti-human Langerin 2G3 lambda chain OS=Mus musculus PE=1 SV=1,41.8803418803419,5,8,5,1,234,25.04,6.07,1.55,1.45,6.13,87.02,73.24,67.51,,5,0,0.0,Green,24.1852953599922
False,IsMasterProtein,A7MCT6,Ethanolamine kinase 2 OS=Mus musculus GN=Etnk2 PE=1 SV=1,27.2727272727273,9,10,9,1,385,44.538,7.21,1.13,0.83,1.05,46.45,30.03,45.25,,9,0,0.0,Green,24.1823333378451
False,IsMasterProtein,Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus GN=Ngly1 PE=1 SV=2,20.4301075268817,10,24,10,1,651,74.229,6.89,1.04,0.72,1.13,44.12,24.0,59.27,,10,0,0.0,Green,24.1765739211314
False,IsMasterProteinCandidate,P35922-10,Isoform ISO10 of Fragile X mental retardation protein 1 homolog OS=Mus musculus GN=Fmr1,28.5714285714286,12,18,11,1,427,48.626,6.44,0.89,0.81,0.86,25.94,3.89,10.24,,12,0,0.0,Green,24.165472279019
False,IsMasterProtein,P35922-4,Isoform ISO4 of Fragile X mental retardation protein 1 homolog OS=Mus musculus GN=Fmr1,27.2321428571429,12,18,11,1,448,50.797,6.54,0.89,0.81,0.86,25.94,3.89,10.24,,12,0,0.0,Green,24.165472279019
False,IsMasterProtein,Q9DCJ9,N-acetylneuraminate lyase OS=Mus musculus GN=Npl PE=1 SV=1,35.9375,8,9,8,1,320,35.108,8.03,1.26,0.95,1.21,42.3,30.17,26.77,,8,0,0.0,Green,24.1373839949562
False,IsMasterProtein,E9Q3C1,Protein C2cd2 OS=Mus musculus GN=C2cd2 PE=1 SV=1,12.7873563218391,6,6,6,1,696,76.489,7.72,0.99,0.85,0.8,35.81,7.54,10.06,,6,0,0.0,Green,24.1365579703024
False,IsMasterProtein,P61750,ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=2,31.1111111111111,6,12,5,1,180,20.384,7.14,1.01,0.92,1.08,26.15,2.2,11.85,,6,0,0.0,Green,24.1288573955651
False,IsMasterProtein,Q8CGZ0,Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus GN=Cherp PE=1 SV=1,24.465811965812,15,20,15,1,936,106.102,9.14,1.36,1.2,1.34,65.3,57.86,66.12,,15,0,0.0,Green,24.1154092780465
False,IsMasterProtein,Q99PU8-3,Isoform 3 of Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus GN=Dhx30,18.7244480784955,17,20,17,1,1223,136.401,8.44,1.07,0.8,0.91,40.05,25.43,27.39,,17,0,0.0,Green,24.1102097898469
False,IsMasterProtein,Q80UJ7,Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus GN=Rab3gap1 PE=1 SV=4,12.3343527013252,9,10,9,1,981,110.128,5.73,1.13,0.99,1.25,44.77,39.16,54.1,,9,0,0.0,Green,24.1100686391698
False,IsMasterProtein,Q8BH35,Complement component C8 beta chain OS=Mus musculus GN=C8b PE=1 SV=1,27.8438030560272,14,14,12,1,589,66.186,7.77,1.06,0.88,0.84,35.59,31.76,36.82,,14,0,0.0,Green,24.0874718072622
False,IsMasterProtein,Q9CQ52,Chymotrypsin-like elastase family member 3B OS=Mus musculus GN=Cela3b PE=1 SV=1,39.4052044609665,8,10,8,1,269,28.886,5.87,0.96,0.95,0.51,59.65,28.44,48.84,,8,0,0.0,Green,24.0496579629423
False,IsMasterProtein,Q9CQW2,ADP-ribosylation factor-like protein 8B OS=Mus musculus GN=Arl8b PE=1 SV=1,38.7096774193548,8,14,6,1,186,21.525,8.43,1.23,0.92,0.97,35.34,25.72,31.25,,8,0,0.0,Green,24.0093742047642
False,IsMasterProtein,Q8C0L9,Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus GN=Gpcpd1 PE=1 SV=1,21.3333333333333,10,13,10,1,675,76.531,5.58,1.14,0.88,1.15,19.71,5.18,5.35,,10,0,0.0,Green,23.9983454197987
False,IsMasterProtein,Q8CAY6,"Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus GN=Acat2 PE=1 SV=2",26.9521410579345,5,17,5,1,397,41.271,7.5,0.82,0.7,1.17,56.26,29.76,56.0,,5,0,0.0,Green,23.9952661554322
False,IsMasterProtein,P97864,Caspase-7 OS=Mus musculus GN=Casp7 PE=1 SV=2,47.5247524752475,13,15,13,1,303,34.039,6.33,1.08,0.94,1.14,21.55,8.82,12.27,,13,0,0.0,Green,23.9281169889295
False,IsMasterProtein,Q8K3W0-1,Isoform 1 of BRCA1-A complex subunit BRE OS=Mus musculus GN=Bre,14.2857142857143,6,10,6,1,420,48.058,6.47,0.95,0.83,0.9,26.0,23.14,6.94,,6,0,0.0,Green,23.9108864850826
False,IsMasterProtein,Q91V77,Protein S100 OS=Mus musculus GN=S100a1 PE=1 SV=1,62.7659574468085,4,4,4,1,94,10.498,4.59,0.77,0.76,1.05,29.95,3.85,15.46,,4,0,0.0,Green,23.9061748836136
False,IsMasterProteinCandidate,Q9D3M4,Protein S100 OS=Mus musculus GN=S100a1 PE=2 SV=1,62.7659574468085,4,4,4,1,94,10.48,4.59,0.77,0.76,1.05,29.95,3.85,15.46,,4,0,0.0,Green,23.9061748836136
False,IsMasterProtein,Q9QXB9,Developmentally-regulated GTP-binding protein 2 OS=Mus musculus GN=Drg2 PE=1 SV=1,27.1978021978022,8,9,8,1,364,40.692,8.88,0.97,0.86,0.97,29.56,11.13,27.47,,8,0,0.0,Green,23.8843346844741
False,IsMasterProtein,P28659-4,Isoform 4 of CUGBP Elav-like family member 1 OS=Mus musculus GN=Celf1,21.2475633528265,9,9,9,1,513,55.08,8.38,0.98,1.09,0.99,45.57,26.86,50.76,,9,0,0.0,Green,23.8777983239993
False,IsMasterProtein,P51175,Protoporphyrinogen oxidase OS=Mus musculus GN=Ppox PE=1 SV=1,25.7861635220126,7,7,7,1,477,50.839,8.84,0.97,0.86,1.03,25.04,15.38,19.28,,7,0,0.0,Green,23.8555014202257
False,IsMasterProtein,Q8BIL5,Protein Hook homolog 1 OS=Mus musculus GN=Hook1 PE=1 SV=2,14.010989010989,9,10,9,1,728,84.386,5.22,1.07,0.92,1.17,38.66,21.39,46.68,,9,0,0.0,Green,23.8493943586228
False,IsMasterProteinCandidate,Q9CWZ7,Gamma-soluble NSF attachment protein OS=Mus musculus GN=Napg PE=1 SV=1,32.6923076923077,10,17,10,1,312,34.71,5.41,0.99,0.88,0.94,23.62,6.18,13.96,,10,0,0.0,Green,23.8437724455314
False,IsMasterProteinCandidate,Q8C1T5,Putative uncharacterized protein OS=Mus musculus GN=Napg PE=2 SV=1,32.6923076923077,10,17,10,1,312,34.74,5.41,0.99,0.88,0.94,23.62,6.18,13.96,,10,0,0.0,Green,23.8437724455314
False,IsMasterProtein,D3Z4B2,Gamma-soluble NSF attachment protein (Fragment) OS=Mus musculus GN=Napg PE=1 SV=1,28.8951841359773,10,17,10,1,353,39.342,5.97,0.99,0.88,0.94,23.62,6.18,13.96,,10,0,0.0,Green,23.8437724455314
False,IsMasterProtein,Q3UMC0,Spermatogenesis-associated protein 5 OS=Mus musculus GN=Spata5 PE=1 SV=2,9.96640537513998,8,9,5,1,893,97.195,8.24,1.21,0.84,1.56,34.09,,,,8,0,0.0,Green,23.8304672298154
False,IsMasterProtein,Q3UFF7,Lysophospholipase-like protein 1 OS=Mus musculus GN=Lyplal1 PE=1 SV=3,25.5230125523013,5,11,4,1,239,26.337,7.88,0.98,0.84,1.07,22.36,6.1,3.75,,5,0,0.0,Green,23.7882167162746
False,IsMasterProtein,Q3UZ47,Putative uncharacterized protein OS=Mus musculus GN=Tjp3 PE=2 SV=1,18.4734513274336,16,21,16,1,904,99.01,6.68,1.01,0.81,0.98,34.32,23.42,17.88,,16,0,0.0,Green,23.7651976874928
False,IsMasterProteinCandidate,Q921G9,Tight junction protein 3 OS=Mus musculus GN=Tjp3 PE=1 SV=1,18.4734513274336,16,21,16,1,904,99.109,6.76,1.01,0.81,0.98,34.32,23.42,17.88,,16,0,0.0,Green,23.7651976874928
False,IsMasterProtein,Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1,13.8915318744053,13,14,13,1,1051,121.55,8.15,1.24,0.96,0.82,50.04,10.95,25.79,,13,0,0.0,Green,23.7274189158738
False,IsMasterProteinCandidate,Q9D753,Exosome complex component RRP43 OS=Mus musculus GN=Exosc8 PE=1 SV=1,30.4347826086957,7,10,7,1,276,29.93,5.2,1.19,1.22,1.19,28.31,31.75,16.53,,7,0,0.0,Green,23.7261651904177
False,IsMasterProtein,Q571G2,MKIAA4013 protein (Fragment) OS=Mus musculus GN=Exosc8 PE=2 SV=1,27.2727272727273,7,10,7,1,308,33.223,5.58,1.19,1.22,1.19,28.31,31.75,16.53,,7,0,0.0,Green,23.7261651904177
False,IsMasterProteinCandidate,Q6PCW8,Exosome component 8 OS=Mus musculus GN=Exosc8 PE=2 SV=1,30.4347826086957,7,10,7,1,276,29.9,5.2,1.19,1.22,1.19,28.31,31.75,16.53,,7,0,0.0,Green,23.7261651904177
False,IsMasterProtein,Q3UYV9,Nuclear cap-binding protein subunit 1 OS=Mus musculus GN=Ncbp1 PE=1 SV=2,11.8987341772152,7,12,7,1,790,91.868,6.64,1.11,0.93,1.24,31.2,9.83,14.72,,7,0,0.0,Green,23.7121135598376
False,IsMasterProteinCandidate,Q9JLV6,Bifunctional polynucleotide phosphatase/kinase OS=Mus musculus GN=Pnkp PE=1 SV=2,35.4406130268199,14,16,14,1,522,57.188,7.9,1.05,0.86,1.23,27.71,15.41,36.81,,14,0,0.0,Green,23.7030012476169
False,IsMasterProtein,G5E8N7,Bifunctional polynucleotide phosphatase/kinase OS=Mus musculus GN=Pnkp PE=1 SV=1,35.4406130268199,14,16,14,1,522,57.179,7.88,1.05,0.86,1.23,27.71,15.41,36.81,,14,0,0.0,Green,23.7030012476169
False,IsMasterProteinCandidate,Q9JLV6-2,Isoform 2 of Bifunctional polynucleotide phosphatase/kinase OS=Mus musculus GN=Pnkp,37.3737373737374,14,16,14,1,495,54.339,8.09,1.05,0.86,1.23,27.71,15.41,36.81,,14,0,0.0,Green,23.7030012476169
False,IsMasterProteinCandidate,P56376,Acylphosphatase-1 OS=Mus musculus GN=Acyp1 PE=1 SV=2,55.5555555555556,5,6,5,1,99,11.234,9.04,1.05,1.07,0.99,16.27,3.19,1.35,,5,0,0.0,Green,23.67175049649
False,IsMasterProteinCandidate,Q4VAF0,Acylphosphatase (Fragment) OS=Mus musculus GN=Acyp1 PE=2 SV=1,41.044776119403,5,6,5,1,134,14.916,9.23,1.05,1.07,0.99,16.27,3.19,1.35,,5,0,0.0,Green,23.67175049649
False,IsMasterProtein,E9QJT5,Acylphosphatase OS=Mus musculus GN=Acyp1 PE=1 SV=1,35.031847133758,5,6,5,1,157,17.333,9.13,1.05,1.07,0.99,16.27,3.19,1.35,,5,0,0.0,Green,23.67175049649
False,IsMasterProtein,B0V2Q7,Lclat1 protein OS=Mus musculus GN=Lclat1 PE=2 SV=1,17.8191489361702,6,7,6,1,376,44.371,8.53,1.08,0.86,0.7,40.38,17.98,8.74,,6,0,0.0,Green,23.6054649488487
False,IsMasterProtein,Q6P3D0,U8 snoRNA-decapping enzyme OS=Mus musculus GN=Nudt16 PE=1 SV=1,58.974358974359,9,14,9,1,195,21.811,7.12,0.97,0.88,1.09,23.94,9.96,14.16,,9,0,0.0,Green,23.6012783705089
False,IsMasterProteinCandidate,A0A087WRE5,U8 snoRNA-decapping enzyme (Fragment) OS=Mus musculus GN=Nudt16 PE=1 SV=1,60.2094240837696,9,14,9,1,191,21.345,7.55,0.97,0.88,1.09,23.94,9.96,14.16,,9,0,0.0,Green,23.6012783705089
False,IsMasterProtein,Q9JK92,Heat shock protein beta-8 OS=Mus musculus GN=Hspb8 PE=1 SV=1,32.6530612244898,7,10,7,1,196,21.52,5.02,1.1,0.93,0.91,29.17,25.17,21.09,,7,0,0.0,Green,23.6011942248492
False,IsMasterProtein,Q99K23,Ufm1-specific protease 2 OS=Mus musculus GN=Ufsp2 PE=1 SV=1,27.114967462039,10,15,10,1,461,52.482,6.76,1.09,1.01,1.27,27.96,15.54,30.29,,10,0,0.0,Green,23.5629717752176
False,IsMasterProteinCandidate,Q8BVZ1-2,Isoform 2 of Perilipin-5 OS=Mus musculus GN=Plin5,25.4464285714286,7,10,7,1,448,48.747,5.43,1.03,0.99,0.81,37.18,10.75,46.5,,7,0,0.0,Green,23.5289639674575
False,IsMasterProtein,Q8BVZ1,Perilipin-5 OS=Mus musculus GN=Plin5 PE=1 SV=1,24.622030237581,7,10,7,1,463,50.442,5.44,1.03,0.99,0.81,37.18,10.75,46.5,,7,0,0.0,Green,23.5289639674575
False,IsMasterProtein,Q9QZ73,DCN1-like protein 1 OS=Mus musculus GN=Dcun1d1 PE=1 SV=1,31.2741312741313,7,10,7,1,259,30.078,5.34,1.25,0.84,1.16,30.86,36.78,4.65,,7,0,0.0,Green,23.5114536768588
False,IsMasterProtein,P28661,Septin-4 OS=Mus musculus GN=Sept4 PE=1 SV=1,25.7322175732218,10,12,9,1,478,54.901,5.87,0.96,0.74,1.01,34.71,12.54,22.57,,10,0,0.0,Green,23.4745909247327
False,IsMasterProteinCandidate,P28661-2,Isoform 2 of Septin-4 OS=Mus musculus GN=Sept4,26.797385620915,10,12,9,1,459,52.965,6.18,0.96,0.74,1.01,34.71,12.54,22.57,,10,0,0.0,Green,23.4745909247327
False,IsMasterProtein,Q64339,Ubiquitin-like protein ISG15 OS=Mus musculus GN=Isg15 PE=1 SV=4,53.416149068323,8,16,8,1,161,17.886,7.9,1.25,1.18,0.92,65.09,9.05,9.73,,8,0,0.0,Green,23.4733793018588
False,IsMasterProteinCandidate,Q9QZ47-4,"Isoform A4e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",33.969465648855,10,16,10,1,262,31.02,5.69,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-2,"Isoform A2e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",33.2089552238806,10,16,10,1,268,31.827,5.36,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-6,"Isoform A6e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",34.9019607843137,10,16,10,1,255,30.297,6.49,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-8,"Isoform B2e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",35.6,10,16,10,1,250,29.682,8.09,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProtein,Q9QZ47,"Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3 PE=1 SV=3",32.7205882352941,10,16,10,1,272,32.221,5.31,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-12,"Isoform B4e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",37.2384937238494,10,16,10,1,239,28.261,9.29,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-5,"Isoform A5e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",34.3629343629344,10,16,10,1,259,30.691,6.2,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-3,"Isoform A3e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",33.8403041825095,10,16,10,1,263,31.213,5.59,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProteinCandidate,Q9QZ47-10,"Isoform B3e17 of Troponin T, fast skeletal muscle OS=Mus musculus GN=Tnnt3",35.8870967741936,10,16,10,1,248,29.269,8.9,0.07,1.0,0.06,129.32,7.34,92.71,,10,0,0.0,Green,23.4129785317183
False,IsMasterProtein,P70665,Sialate O-acetylesterase OS=Mus musculus GN=Siae PE=1 SV=3,13.3086876155268,6,9,6,1,541,60.736,6.79,0.65,0.49,0.7,19.78,,,,6,0,0.0,Green,23.4084458392267
False,IsMasterProtein,E9Q3G8,Protein Nup153 OS=Mus musculus GN=Nup153 PE=1 SV=1,6.36114911080711,6,6,6,1,1462,151.914,8.84,0.97,0.85,0.96,23.72,20.8,27.92,,6,0,0.0,Green,23.3492268183099
False,IsMasterProtein,P43276,Histone H1.5 OS=Mus musculus GN=Hist1h1b PE=1 SV=2,15.2466367713004,5,6,5,1,223,22.562,10.92,1.21,1.04,0.92,49.69,20.06,30.3,,5,0,0.0,Green,23.3485216298644
False,IsMasterProtein,P28230,Gap junction beta-1 protein OS=Mus musculus GN=Gjb1 PE=1 SV=3,17.6678445229682,6,7,6,1,283,31.983,8.95,1.24,0.96,0.89,54.68,61.28,11.4,,6,0,0.0,Green,23.3456400860572
False,IsMasterProtein,Q9JM96,Cdc42 effector protein 4 OS=Mus musculus GN=Cdc42ep4 PE=1 SV=1,26.9340974212034,7,8,6,1,349,37.846,5.36,0.9,0.93,1.02,49.7,63.06,62.79,,7,0,0.0,Green,23.3438966448321
False,IsMasterProtein,D3Z7W0,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial OS=Mus musculus GN=Iscu PE=1 SV=1",32.5358851674641,6,8,6,1,209,22.096,9.47,1.0,0.92,1.11,18.77,0.28,0.12,,6,0,0.0,Green,23.324442766365
False,IsMasterProteinCandidate,Q9D7P6,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial OS=Mus musculus GN=Iscu PE=1 SV=1",40.4761904761905,6,8,6,1,168,18.087,9.29,1.0,0.92,1.11,18.77,0.28,0.12,,6,0,0.0,Green,23.324442766365
False,IsMasterProteinCandidate,A2A9W3,MIF4G domain-containing protein OS=Mus musculus GN=Mif4gd PE=1 SV=1,33.0049261083744,5,6,5,1,203,23.297,5.21,1.37,0.97,1.01,39.49,49.7,14.15,,5,0,0.0,Green,23.3156460111253
False,IsMasterProtein,Q3UBZ5,MIF4G domain-containing protein OS=Mus musculus GN=Mif4gd PE=1 SV=1,30.1801801801802,5,6,5,1,222,25.477,5.12,1.37,0.97,1.01,39.49,49.7,14.15,,5,0,0.0,Green,23.3156460111253
False,IsMasterProtein,Q8K1B8,Fermitin family homolog 3 OS=Mus musculus GN=Fermt3 PE=1 SV=1,22.7067669172932,9,11,9,1,665,75.587,7.05,1.1,0.9,0.95,29.64,8.35,9.09,,9,0,0.0,Green,23.3087942124626
False,IsMasterProtein,Q9CSH3,Exosome complex exonuclease RRP44 OS=Mus musculus GN=Dis3 PE=1 SV=4,14.3006263048017,13,21,12,1,958,108.769,7.53,0.97,0.78,0.94,35.1,36.85,12.09,,13,0,0.0,Green,23.3002290931216
False,IsMasterProtein,O70152,Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus GN=Dpm1 PE=1 SV=1,48.8461538461538,9,12,9,1,260,29.156,9.51,0.98,0.82,0.96,33.29,11.17,38.63,,9,0,0.0,Green,23.2128504689102
False,IsMasterProtein,Q3UIA2,Rho GTPase-activating protein 17 OS=Mus musculus GN=Arhgap17 PE=1 SV=1,16.903073286052,12,13,11,1,846,92.145,7.56,0.95,0.91,0.94,25.5,16.94,10.05,,12,0,0.0,Green,23.2036083130027
False,IsMasterProtein,Q9QXC1,Fetuin-B OS=Mus musculus GN=Fetub PE=1 SV=1,24.7422680412371,9,10,9,1,388,42.685,6.61,0.98,0.86,0.99,32.47,18.56,24.52,,9,0,0.0,Green,23.1669951843283
False,IsMasterProtein,P49182,Heparin cofactor 2 OS=Mus musculus GN=Serpind1 PE=1 SV=1,25.9414225941423,11,17,11,1,478,54.462,7.34,1.14,0.77,1.3,41.74,17.15,49.15,,11,0,0.0,Green,23.1320172745571
False,IsMasterProtein,Q8JZS0,Protein lin-7 homolog A OS=Mus musculus GN=Lin7a PE=1 SV=2,32.1888412017167,9,10,8,1,233,25.977,8.72,1.14,0.91,1.14,28.93,7.79,16.92,,9,0,0.0,Green,23.0563657038257
False,IsMasterProtein,Q9CWE0,Mitochondrial fission regulator 1-like OS=Mus musculus GN=Mtfr1l PE=1 SV=1,44.2906574394464,13,15,13,1,289,31.706,6.1,1.07,0.89,0.99,30.97,13.43,18.11,,13,0,0.0,Green,23.0460731184383
False,IsMasterProtein,Q8C8U0,Liprin-beta-1 OS=Mus musculus GN=Ppfibp1 PE=1 SV=3,18.3694530443756,12,18,12,1,969,108.472,5.49,0.98,0.9,1.18,32.44,18.33,26.92,,12,0,0.0,Green,23.0452805366846
False,IsMasterProtein,Q9WTU6-2,Isoform Alpha-1 of Mitogen-activated protein kinase 9 OS=Mus musculus GN=Mapk9,39.3700787401575,13,17,12,1,381,44.049,6.54,1.0,0.85,0.99,23.46,8.29,9.2,,13,0,0.0,Green,23.0368471808066
False,IsMasterProtein,Q9CZX0-2,Isoform 2 of Elongator complex protein 3 OS=Mus musculus GN=Elp3,22.9681978798587,8,11,8,1,566,64.225,9.01,1.16,1.07,1.21,35.8,19.31,28.6,,8,0,0.0,Green,23.0111866039125
False,IsMasterProtein,Q564G0,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=1,51.1415525114155,10,11,10,1,219,24.017,7.44,0.9,0.75,0.88,27.07,11.78,26.09,,10,0,0.0,Green,23.0044313413039
False,IsMasterProtein,Q9EQI5,"Chemokine (C-X-C motif) ligand 7, isoform CRA_b OS=Mus musculus GN=Ppbp PE=1 SV=1",51.3274336283186,4,4,4,1,113,12.243,8.72,0.78,0.63,1.11,29.26,24.72,24.3,,4,0,0.0,Green,22.9953911899956
False,IsMasterProtein,Q3TK48,ERBB receptor feedback inhibitor 1 OS=Mus musculus GN=Errfi1 PE=2 SV=1,17.7874186550976,6,7,6,1,461,50.044,7.72,1.39,1.16,1.99,40.04,18.29,45.8,,6,0,0.0,Green,22.9900761651189
False,IsMasterProtein,A2AVR9,Dynein light chain roadblock-type 1 OS=Mus musculus GN=Dynlrb1 PE=1 SV=1,68.2692307692308,5,13,5,1,104,11.92,6.06,1.02,0.82,0.62,26.67,11.89,50.22,,5,0,0.0,Green,22.9448309615346
False,IsMasterProteinCandidate,P62627,Dynein light chain roadblock-type 1 OS=Mus musculus GN=Dynlrb1 PE=1 SV=3,73.9583333333333,5,13,5,1,96,10.983,7.25,1.02,0.82,0.62,26.67,11.89,50.22,,5,0,0.0,Green,22.9448309615346
False,IsMasterProtein,P00687,Alpha-amylase 1 OS=Mus musculus GN=Amy1 PE=1 SV=2,19.7651663405088,6,7,6,1,511,57.607,6.96,1.09,0.84,1.1,34.92,26.51,34.07,,6,0,0.0,Green,22.9318725635115
False,IsMasterProtein,Q9D820,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus GN=Prorsd1 PE=1 SV=1,52.0710059171598,7,14,6,1,169,18.85,6.14,1.09,0.88,1.16,28.29,30.75,5.22,,7,0,0.0,Green,22.9209722277104
False,IsMasterProtein,Q5SYD0,Unconventional myosin-Id OS=Mus musculus GN=Myo1d PE=1 SV=1,18.6878727634195,16,17,15,1,1006,116.007,9.41,1.01,0.91,1.03,32.41,11.93,22.53,,16,0,0.0,Green,22.9083552712552
False,IsMasterProteinCandidate,Q9R062,Glycogenin-1 OS=Mus musculus GN=Gyg1 PE=1 SV=3,19.8198198198198,6,7,6,1,333,37.378,5.29,0.67,0.95,1.19,23.86,10.07,7.59,,6,0,0.0,Green,22.8870776987058
False,IsMasterProtein,K3W4S6,Glycogenin-1 OS=Mus musculus GN=Gyg PE=1 SV=1,17.5066312997348,6,7,6,1,377,41.9,6.02,0.67,0.95,1.19,23.86,10.07,7.59,,6,0,0.0,Green,22.8870776987058
False,IsMasterProteinCandidate,V9GX26,Glycogenin-1 (Fragment) OS=Mus musculus GN=Gyg PE=1 SV=1,17.741935483871,6,7,6,1,372,41.365,5.62,0.67,0.95,1.19,23.86,10.07,7.59,,6,0,0.0,Green,22.8870776987058
False,IsMasterProtein,A0A075B5M7,Protein Igkv5-39 OS=Mus musculus GN=Igkv5-39 PE=4 SV=4,53.125,4,6,4,1,96,10.436,6.25,0.48,0.77,0.8,96.83,9.34,21.47,,4,0,0.0,Green,22.8836824430726
False,IsMasterProtein,O54865,Guanylate cyclase soluble subunit beta-1 OS=Mus musculus GN=Gucy1b3 PE=1 SV=1,26.7741935483871,14,17,14,1,620,70.553,5.31,0.95,0.77,0.93,29.35,20.61,25.97,,14,0,0.0,Green,22.8805166121222
