Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL
Q14966,Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2,1,1,2,1978,10.4,7.2,17.5,19.1,17.6,13.1,15.7,11.8,14.3,13.0,,,,,,,,,,
P53999,Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,9,1,2,127,112.0,91.1,116.5,122.0,114.1,103.4,109.0,90.0,108.1,109.2,68.2,63.9,103.9,57.5,71.3,69.2,60.9,72.8,51.9,76.3
Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,14,8,14,740,75.2,43.9,80.1,91.9,82.1,79.5,69.7,61.3,66.8,63.7,57.4,44.0,58.4,48.7,58.2,60.4,48.0,38.6,39.7,64.1
P50583,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Homo sapiens OX=9606 GN=NUDT2 PE=1 SV=3,10,2,4,147,68.5,41.1,37.8,45.5,40.5,44.3,48.0,39.3,45.3,55.2,62.8,51.9,56.6,50.7,51.9,52.3,45.6,41.2,36.9,62.6
Q9NTI5,Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1,1,1,3,1447,61.9,31.1,51.6,89.1,47.5,58.9,68.6,42.6,53.9,48.4,20.9,21.7,39.8,24.1,27.3,32.7,26.7,25.0,19.0,32.9
P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2,10,2,10,218,81.4,46.8,93.9,91.7,87.0,78.6,91.7,71.8,74.9,77.6,43.1,43.2,54.9,50.5,50.7,50.8,45.8,50.8,39.5,57.8
P22352,Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2,4,1,2,226,44.2,20.5,31.2,30.7,38.8,29.8,38.3,27.8,26.9,36.7,25.6,19.4,50.5,30.9,34.2,38.9,34.9,32.0,28.6,34.8
Q8WVJ2,NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1,7,1,1,157,,,,,,,,,,,46.7,37.9,65.1,48.8,51.7,57.8,41.8,41.8,45.5,66.9
Q9UMY4,Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4,24,4,12,162,39.8,22.4,40.9,36.4,42.8,47.9,43.8,40.6,40.6,35.5,66.4,59.6,85.6,70.9,64.2,68.0,74.3,59.4,53.4,84.9
Q9UJT2,Testis-specific serine kinase substrate OS=Homo sapiens OX=9606 GN=TSKS PE=1 SV=3,1,1,10,592,21.4,26.1,29.0,39.0,17.1,28.0,24.0,24.9,20.1,20.3,136.0,125.5,203.9,138.5,150.5,163.6,112.7,152.4,121.6,186.5
Q13813,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3",19,37,105,2472,193.0,110.6,217.6,236.3,180.3,207.6,216.7,155.3,181.7,166.1,265.7,218.1,401.9,272.8,336.3,301.5,243.3,257.2,201.5,323.9
Q9BXS5,AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3,11,4,6,423,41.1,23.7,40.8,52.2,39.5,39.0,44.6,27.5,27.2,30.2,42.4,32.9,54.1,41.9,42.1,44.7,31.1,41.6,32.8,48.6
P19623,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,7,2,4,302,63.8,50.5,84.6,78.5,56.6,67.5,65.3,48.8,54.9,48.6,45.1,34.1,66.3,45.0,59.6,54.4,37.9,44.5,36.7,51.6
Q9HBL0,Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=3,4,7,15,1839,65.6,35.1,62.9,74.9,70.8,69.1,67.9,56.3,60.1,61.1,56.2,51.9,76.9,69.6,66.1,75.8,63.3,63.4,47.6,75.2
Q9H4M7,Pleckstrin homology domain-containing family A member 4 OS=Homo sapiens OX=9606 GN=PLEKHA4 PE=1 SV=2,1,1,1,779,,,,,,,,,,,220.2,205.0,191.4,206.5,214.9,215.1,168.1,151.7,92.1,210.4
Q9Y512,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3,9,4,9,469,71.5,54.6,113.1,152.8,82.2,74.8,86.6,64.4,94.2,69.1,107.8,115.8,167.9,163.8,118.3,121.8,129.8,127.4,77.4,155.2
O76003,Glutaredoxin-3 OS=Homo sapiens OX=9606 GN=GLRX3 PE=1 SV=2,7,2,11,335,72.4,52.4,98.1,98.3,83.1,81.5,83.1,65.3,89.7,77.9,76.3,63.6,110.5,100.0,90.6,89.9,75.2,83.4,55.7,89.2
Q92674,Centromere protein I OS=Homo sapiens OX=9606 GN=CENPI PE=1 SV=2,1,1,1,756,96.8,99.8,118.7,137.3,115.6,117.6,109.6,76.0,93.9,105.4,,,,,,,,,,
P51149,Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1,22,4,10,207,42.6,22.6,31.5,64.8,31.4,54.4,50.9,33.3,35.3,40.9,80.9,81.5,152.3,102.0,88.9,98.6,83.9,94.1,61.2,124.9
P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,14,3,11,194,92.9,77.7,136.5,140.7,120.7,130.8,122.6,94.8,106.6,105.0,79.7,80.6,132.5,85.3,120.3,107.5,76.2,87.3,77.5,106.9
Q8NE86,"Calcium uniporter protein, mitochondrial OS=Homo sapiens OX=9606 GN=MCU PE=1 SV=1",3,1,2,351,56.9,30.4,29.9,79.3,28.7,50.2,47.8,42.6,31.7,36.7,54.8,48.2,71.3,77.0,60.7,78.2,49.7,69.4,34.7,76.8
Q6PJP8,DNA cross-link repair 1A protein OS=Homo sapiens OX=9606 GN=DCLRE1A PE=1 SV=3,1,1,3,1040,,,,,,,,,,,27.5,28.7,20.3,16.7,16.9,22.1,22.4,17.8,20.0,25.2
Q9NUQ8,ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2,8,5,10,709,39.4,21.1,40.7,40.6,40.3,41.9,44.8,36.1,47.2,41.3,35.1,32.8,51.6,38.4,22.9,46.9,224.6,36.1,25.2,47.3
Q05925,Homeobox protein engrailed-1 OS=Homo sapiens OX=9606 GN=EN1 PE=3 SV=3,3,1,1,392,,,,,,,,,,,60.8,52.8,95.7,64.5,69.1,70.5,48.3,47.1,47.5,74.0
A1L0T0,2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2,1,1,2,632,68.0,48.0,49.4,103.7,51.0,80.1,77.5,57.8,54.4,71.2,29.9,24.6,53.5,33.1,34.1,35.4,24.1,34.4,25.9,38.3
P01893,"Putative HLA class I histocompatibility antigen, alpha chain H OS=Homo sapiens OX=9606 GN=HLA-H PE=5 SV=3",2,1,3,362,,,,,,,,,,,45.0,45.6,68.9,45.8,55.5,41.8,32.0,42.8,26.4,53.4
Q08945,FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,6,3,8,709,11.7,5.2,13.3,12.0,10.9,10.7,14.6,7.1,9.5,7.7,7.6,9.4,15.6,8.9,10.5,11.4,11.5,9.0,10.5,12.3
Q14207,Protein NPAT OS=Homo sapiens OX=9606 GN=NPAT PE=1 SV=3,0,1,1,1427,49.9,16.7,199.3,228.0,158.1,120.2,169.2,108.1,203.6,176.6,,,,,,,,,,
Q7Z2Q7,Leucine-rich repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=LRRC70 PE=2 SV=1,1,1,3,622,33.2,16.0,212.1,188.3,148.7,95.8,162.4,71.4,201.5,109.5,28.7,17.6,143.6,63.8,148.7,136.4,71.5,83.6,132.8,117.1
A6ND91,Aspartate dehydrogenase domain-containing protein OS=Homo sapiens OX=9606 GN=ASPDH PE=1 SV=2,13,4,14,283,109.5,73.0,116.4,137.6,135.0,131.6,140.0,128.4,142.2,118.9,197.7,210.5,296.3,235.2,269.4,227.9,196.5,203.8,183.1,283.7
O15355,Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,2,1,1,546,,,,,,,,,,,28.4,31.6,53.3,35.9,44.2,44.0,31.9,31.5,33.7,53.6
P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=4,3,3,25,698,37.7,35.8,52.3,59.2,32.2,42.0,30.7,34.0,27.6,43.3,48.8,39.1,56.5,39.8,40.5,34.5,36.2,33.3,28.6,44.7
Q8NB16,Mixed lineage kinase domain-like protein OS=Homo sapiens OX=9606 GN=MLKL PE=1 SV=1,1,1,5,471,39.7,19.3,30.0,33.4,28.8,35.9,31.5,30.3,23.3,31.8,42.9,47.6,82.3,53.0,64.9,54.8,43.3,49.3,36.1,59.8
Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1,6,2,3,259,98.1,64.0,93.9,104.8,88.1,103.8,104.3,87.5,83.4,84.8,42.7,34.9,47.1,30.3,36.2,34.0,30.3,28.9,33.4,35.3
Q9Y5X1,Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1,5,3,7,595,61.3,32.9,42.1,49.5,51.0,50.2,54.2,41.5,47.6,49.7,48.4,40.7,57.1,49.2,49.2,43.5,36.4,44.4,31.4,58.1
Q96T88,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1,1,1,4,793,,,,,,,,,,,93.3,88.0,113.1,104.4,107.8,98.9,80.0,79.6,78.0,115.9
P35232,Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1,41,8,39,272,56.2,34.0,46.6,61.6,47.5,65.7,52.7,40.4,53.6,43.4,73.0,61.1,114.0,87.6,83.9,82.1,58.9,71.6,51.5,85.4
O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",14,4,16,264,23.9,18.2,25.9,28.4,25.9,23.1,25.5,25.3,21.0,22.6,30.8,29.9,32.2,32.4,30.2,31.3,28.7,30.9,21.8,42.1
Q9UBF2,Coatomer subunit gamma-2 OS=Homo sapiens OX=9606 GN=COPG2 PE=1 SV=1,4,3,5,871,99.8,69.3,132.4,149.4,125.9,132.2,135.1,101.1,133.7,111.1,50.2,47.1,87.7,58.1,59.8,69.9,54.3,59.2,60.3,88.5
Q6GMR7,Fatty-acid amide hydrolase 2 OS=Homo sapiens OX=9606 GN=FAAH2 PE=1 SV=1,1,1,2,532,8.2,2.4,115.0,111.4,71.6,50.1,77.7,24.9,85.6,26.6,,,77.3,27.3,64.9,62.3,29.2,20.3,46.9,19.5
Q9P000,COMM domain-containing protein 9 OS=Homo sapiens OX=9606 GN=COMMD9 PE=1 SV=2,6,1,2,198,,,,,,,,,,,11.3,8.8,19.2,15.6,17.3,14.7,11.2,16.0,9.6,15.1
P52306,Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens OX=9606 GN=RAP1GDS1 PE=1 SV=3,7,4,7,607,23.6,24.9,38.2,35.4,30.1,33.6,34.6,25.6,25.9,32.1,75.1,71.4,101.6,75.9,81.6,91.4,68.3,81.2,74.7,95.9
Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,1,1,1,638,,,,,,,,,,,58.6,51.7,64.3,68.8,65.7,76.6,48.4,51.2,46.2,85.6
O43402,ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1,8,1,6,210,87.5,55.4,109.5,96.8,98.1,86.7,97.9,78.8,79.4,84.1,31.1,32.3,55.3,36.7,43.8,49.0,30.1,35.5,31.0,50.1
Q7Z5Q1,Cytoplasmic polyadenylation element-binding protein 2 OS=Homo sapiens OX=9606 GN=CPEB2 PE=2 SV=3,3,2,3,589,32.1,7.0,32.5,19.8,34.2,39.9,46.0,29.9,44.1,27.2,8.6,8.6,17.7,12.6,10.1,9.7,28.9,10.2,6.9,13.4
P53007,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",17,6,25,311,264.9,162.1,184.1,355.4,185.7,264.5,274.7,208.9,188.7,221.4,71.7,92.3,106.3,99.6,81.8,80.8,55.2,82.8,47.2,100.5
Q8IWV7,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1,0,1,2,1749,12.4,11.0,19.6,20.5,19.1,22.1,21.8,13.0,19.3,20.8,,,,,,,,,,
Q5UIP0,Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,0,1,14,2472,140.9,104.0,120.4,169.6,137.8,148.9,137.0,180.7,158.2,204.7,237.4,232.2,190.2,206.4,199.1,203.6,198.1,239.3,148.1,321.3
Q9NY27,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP4R2 PE=1 SV=3,2,1,1,417,,,,,,,,,,,16.0,11.4,27.1,17.6,20.1,20.5,12.3,19.1,14.6,21.3
Q5QJ74,Tubulin-specific chaperone cofactor E-like protein OS=Homo sapiens OX=9606 GN=TBCEL PE=1 SV=2,15,5,12,424,38.2,25.8,33.9,40.8,49.3,45.8,49.5,37.3,41.0,36.5,32.8,29.6,37.0,36.8,38.5,36.4,37.0,37.0,26.9,42.0
Q96DN6,Methyl-CpG-binding domain protein 6 OS=Homo sapiens OX=9606 GN=MBD6 PE=1 SV=2,1,2,25,1003,158.7,69.4,62.8,180.2,176.2,207.6,164.7,126.7,54.0,125.8,76.5,160.4,102.2,170.4,95.2,77.2,83.5,84.5,38.8,78.9
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2",29,11,99,664,171.1,88.8,148.6,161.3,131.2,146.9,162.4,112.0,138.0,113.9,183.2,178.3,201.7,167.0,216.9,191.4,131.8,128.0,134.6,207.1
Q86YT6,E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens OX=9606 GN=MIB1 PE=1 SV=1,1,1,10,1006,847.9,562.4,699.4,1177.7,653.3,875.0,824.3,660.0,590.4,736.0,470.1,482.8,856.9,583.0,592.4,642.9,400.3,515.6,307.5,602.8
Q8NFH5,Nucleoporin NUP35 OS=Homo sapiens OX=9606 GN=NUP35 PE=1 SV=1,4,1,2,326,,,,,,,,,,,28.3,26.6,37.1,26.3,27.2,19.0,20.1,27.9,18.7,29.2
Q92896,Golgi apparatus protein 1 OS=Homo sapiens OX=9606 GN=GLG1 PE=1 SV=2,2,3,6,1179,14.6,8.1,17.9,19.0,16.1,16.1,18.0,13.7,14.8,14.7,16.9,16.4,23.8,15.3,14.2,19.2,16.3,14.5,11.0,18.0
O75410,Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2,2,2,3,805,46.3,27.6,38.1,37.0,35.8,41.5,37.4,41.2,31.9,40.3,,,,,,,,,,
P23396,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,27,5,36,243,86.6,57.5,102.8,112.4,92.0,86.8,91.6,71.7,76.8,66.4,44.1,32.6,68.8,39.6,46.4,47.7,36.2,37.5,36.6,46.3
O94992,Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1,6,2,4,359,27.9,22.8,32.6,42.7,27.9,35.8,27.1,23.7,23.6,25.2,47.7,48.0,88.7,58.9,67.5,72.4,48.0,59.7,47.6,66.6
Q05D32,CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2,2,1,2,466,,,,,,,,,,,55.7,50.6,90.4,58.0,69.6,59.1,49.4,47.2,37.4,70.0
Q13188,Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2,2,1,2,491,66.1,39.8,66.2,82.3,77.1,76.2,82.4,62.0,78.0,70.1,32.9,27.6,40.8,20.0,27.1,33.5,17.5,28.6,23.4,37.9
Q07075,Glutamyl aminopeptidase OS=Homo sapiens OX=9606 GN=ENPEP PE=1 SV=3,2,2,3,957,203.8,129.4,240.8,325.8,231.3,298.0,308.7,224.0,229.4,217.1,224.8,201.8,289.4,274.8,250.3,267.4,208.4,211.6,179.9,273.3
Q8N9I5,Fatty acid desaturase 6 OS=Homo sapiens OX=9606 GN=FADS6 PE=1 SV=2,2,1,5,356,91.7,65.6,122.6,131.9,104.6,113.0,117.0,84.5,104.4,106.7,16.6,26.7,17.6,14.4,63.3,27.4,1556.4,188.1,78.8,198.5
Q14696,LRP chaperone MESD OS=Homo sapiens OX=9606 GN=MESD PE=1 SV=2,3,1,3,234,42.5,20.5,39.6,43.9,35.7,48.9,35.4,32.1,31.5,39.8,201.5,163.8,247.7,164.4,178.7,154.9,124.2,157.3,90.9,195.1
Q63HQ0,AP-1 complex-associated regulatory protein OS=Homo sapiens OX=9606 GN=AP1AR PE=1 SV=1,3,1,6,302,83.1,52.1,137.2,122.5,107.2,120.6,131.8,74.7,125.4,108.9,96.1,63.0,145.0,103.4,120.4,130.4,69.5,101.4,90.3,129.9
Q9UH62,Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1,3,1,3,379,9.1,8.6,21.2,18.0,12.0,14.3,16.5,10.5,12.1,11.9,21.6,11.0,33.4,16.5,19.9,18.5,14.7,19.2,19.0,30.2
O95870,Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3,7,3,7,558,34.0,17.8,18.1,39.8,23.9,32.0,35.0,21.8,25.0,29.5,19.3,19.0,37.9,25.2,25.1,29.3,24.7,28.7,14.9,33.8
Q9Y316,Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1,8,2,5,297,59.4,33.6,59.1,57.7,60.4,61.9,65.9,52.9,67.2,55.6,58.0,42.3,57.5,47.2,53.5,52.1,73.6,38.8,36.9,61.3
P61966,AP-1 complex subunit sigma-1A OS=Homo sapiens OX=9606 GN=AP1S1 PE=1 SV=1,16,2,4,158,75.4,41.1,66.3,86.3,66.3,77.7,85.5,59.8,65.0,59.9,40.5,37.8,62.2,46.6,42.5,46.4,45.6,34.6,33.6,59.8
Q5JTV8,Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2,2,1,14,583,,,,,,,,,,,14.2,20.2,55.6,27.8,31.3,36.2,29.0,32.1,27.4,39.9
Q13685,Angio-associated migratory cell protein OS=Homo sapiens OX=9606 GN=AAMP PE=1 SV=2,3,1,1,434,23.8,12.8,29.8,28.9,25.3,33.7,24.9,21.8,23.2,25.2,,,,,,,,,,
O43633,Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1,7,3,4,222,61.9,46.5,74.0,77.3,71.7,90.7,68.8,53.4,67.9,64.3,73.6,31.2,74.4,47.4,47.0,62.1,48.2,46.7,44.7,72.1
P12235,ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4,16,6,22,298,49.0,31.0,43.4,69.5,46.3,51.0,62.3,123.6,39.9,109.0,31.8,30.5,53.2,30.7,47.9,34.9,467.5,74.1,44.0,116.1
Q96PE1,Adhesion G protein-coupled receptor A2 OS=Homo sapiens OX=9606 GN=ADGRA2 PE=1 SV=2,1,1,2,1338,,,,,,,,,,,45.3,40.5,90.0,55.9,67.6,66.6,127.5,77.8,45.7,100.9
P49247,Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3,11,2,3,311,80.9,56.1,83.1,105.2,72.6,90.0,94.3,69.8,60.7,72.8,26.3,17.5,18.1,25.2,24.5,25.1,24.6,16.5,15.0,24.3
Q9UHG3,Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3,2,1,2,505,23.0,12.6,23.9,26.6,28.3,30.2,23.7,21.3,25.4,25.2,68.9,59.1,81.1,70.3,74.2,67.9,45.0,57.3,46.8,79.0
P34913,Bifunctional epoxide hydrolase 2 OS=Homo sapiens OX=9606 GN=EPHX2 PE=1 SV=2,1,1,4,555,98.9,65.8,75.7,112.5,122.2,118.4,118.1,94.5,122.8,99.2,110.0,90.4,151.8,134.2,124.5,135.8,93.2,119.0,109.0,163.8
Q86VD7,Mitochondrial coenzyme A transporter SLC25A42 OS=Homo sapiens OX=9606 GN=SLC25A42 PE=1 SV=2,3,1,2,318,112.7,55.5,79.1,178.5,100.7,117.9,108.7,90.8,77.4,99.0,,,,,,,,,,
P35637,RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,5,3,8,526,,,,,,,,,,,145.7,134.4,216.8,175.0,182.0,172.9,148.4,137.0,101.1,184.2
O75140,GATOR complex protein DEPDC5 OS=Homo sapiens OX=9606 GN=DEPDC5 PE=1 SV=2,0,1,2,1603,130.8,72.7,56.5,59.8,78.7,105.7,81.5,88.4,75.0,97.1,108.8,105.7,109.7,108.3,101.7,105.9,113.8,90.9,73.6,137.8
Q13242,Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1,8,2,4,221,95.4,36.8,121.5,96.0,120.6,125.1,125.4,91.6,101.2,100.8,81.7,66.5,125.5,91.5,99.2,114.8,84.3,92.8,77.5,125.6
P56962,Syntaxin-17 OS=Homo sapiens OX=9606 GN=STX17 PE=1 SV=2,3,1,3,302,34.4,28.5,40.0,41.7,39.2,46.9,38.4,35.0,38.4,32.4,38.0,28.4,59.2,45.0,57.1,63.1,38.5,33.7,59.0,65.8
O75503,Ceroid-lipofuscinosis neuronal protein 5 OS=Homo sapiens OX=9606 GN=CLN5 PE=1 SV=2,2,1,3,358,,,,,,,,,,,118.2,97.9,116.1,100.3,99.5,90.1,87.5,100.9,65.5,150.4
Q15025,TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1 PE=1 SV=2,2,1,2,636,37.7,20.3,34.5,31.4,35.2,36.1,46.8,26.8,34.4,29.8,51.1,41.5,62.8,37.1,51.3,49.8,41.3,30.9,30.4,61.5
P07355,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2,22,7,25,339,44.5,25.6,35.4,48.4,42.4,46.9,67.1,47.7,50.6,53.2,59.5,44.5,76.3,55.2,59.2,67.4,59.1,56.9,44.7,77.0
Q8TD22,Sideroflexin-5 OS=Homo sapiens OX=9606 GN=SFXN5 PE=1 SV=1,8,3,7,340,71.7,40.7,35.9,67.3,56.7,62.9,54.3,54.1,35.2,55.8,90.1,79.3,120.8,119.1,116.8,108.5,84.4,90.1,78.8,129.5
Q8WZA2,Rap guanine nucleotide exchange factor 4 OS=Homo sapiens OX=9606 GN=RAPGEF4 PE=1 SV=1,1,1,3,1011,54.6,29.6,53.1,54.3,56.3,46.3,45.5,44.3,41.2,43.4,,,,,,,,,,
Q99880,Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3,30,4,124,126,109.9,69.3,120.7,138.0,114.4,121.5,120.2,112.3,101.1,123.5,104.8,93.2,193.4,117.9,130.4,187.2,104.0,127.4,98.9,159.8
O94906,Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,5,4,9,941,13.1,7.1,18.7,15.9,13.7,13.9,16.4,9.6,19.1,15.6,9.9,8.7,21.5,12.1,12.4,15.5,16.2,9.9,9.2,17.5
Q8IU81,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens OX=9606 GN=IRF2BP1 PE=1 SV=1,1,1,5,584,,,,,,,,,,,186.9,178.9,718.8,343.9,593.6,650.3,357.3,659.5,531.4,980.4
O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHD PE=1 SV=1",6,1,3,159,101.8,35.3,52.9,135.5,35.7,47.0,53.4,59.5,19.7,49.9,191.2,197.5,284.9,202.7,259.9,219.0,165.2,178.1,146.8,230.2
O75592,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,0,1,2,4678,5.2,4.8,199.9,191.5,89.8,84.1,132.9,13.7,173.8,18.2,,,,,,,,,,
P49756,RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3,1,1,2,843,28.4,16.0,36.2,36.4,32.7,31.3,32.5,22.1,29.6,28.3,,,,,,,,,,
Q8NEC5,Cation channel sperm-associated protein 1 OS=Homo sapiens OX=9606 GN=CATSPER1 PE=1 SV=3,1,1,3,780,184.1,66.2,421.2,405.3,325.4,214.5,358.1,286.4,315.1,349.5,,,,,,,,,,
Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3,3,2,3,1250,39.4,26.3,64.9,53.6,47.2,45.9,54.6,40.1,38.5,38.7,13.0,15.8,27.4,22.1,20.0,18.4,18.8,20.4,12.9,31.2
Q6PKG0,La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2,6,5,9,1096,20.2,14.5,23.2,19.8,18.1,20.8,23.3,20.1,24.3,25.4,28.9,25.0,49.9,31.3,35.6,44.5,27.8,31.1,26.2,47.7
Q12874,Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,2,1,1,501,15.4,12.3,24.1,35.7,19.4,27.6,23.8,21.3,21.5,19.4,,,,,,,,,,
P55064,Aquaporin-5 OS=Homo sapiens OX=9606 GN=AQP5 PE=1 SV=1,3,1,3,265,121.2,87.6,55.4,55.6,62.6,103.1,69.7,84.9,49.4,94.5,66.1,56.1,73.2,51.8,49.2,55.5,63.2,47.8,38.1,67.2
Q9H6R3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSS3 PE=1 SV=1",8,5,17,686,121.2,69.0,91.8,122.9,103.2,102.0,98.1,97.9,91.2,104.0,71.9,70.1,102.2,84.8,75.8,72.6,52.6,62.5,54.5,89.9
