Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131
Q9Y4D1,Disheveled-associated activator of morphogenesis 1 OS=Homo sapiens OX=9606 GN=DAAM1 PE=1 SV=2,2,2,6,1078,11.9,7.4,13.8,20.2,16.2,17.5,17.5,10.0,11.8,9.6,8.7,10.4,16.9,18.6,17.4,15.3,10.3,13.3,10.7,19.7
O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,21,15,33,939,93.5,56.2,107.1,112.9,97.1,106.7,96.1,91.9,90.6,109.5,46.4,38.8,73.3,57.0,60.6,55.4,49.8,42.2,39.8,77.5
Q9UL12,"Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=SARDH PE=1 SV=1",11,10,102,918,450.4,240.5,328.9,391.0,327.5,366.4,354.3,285.2,243.5,300.9,446.6,436.9,499.3,534.9,584.5,525.7,367.6,416.1,285.2,550.2
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",7,4,14,655,64.8,32.7,65.8,63.0,69.5,62.5,56.4,51.3,62.7,58.0,31.0,30.6,28.2,43.4,39.9,54.2,31.6,47.7,29.6,51.0
Q9Y3A5,Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4,11,3,6,250,227.7,121.7,216.2,241.5,218.3,249.2,235.6,203.4,258.8,232.0,47.7,43.4,74.3,52.4,57.3,53.6,39.3,46.4,38.6,58.4
Q12789,General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4,1,2,2,2109,71.6,55.6,414.8,459.8,363.3,254.7,390.6,103.9,452.9,125.6,,,,,,,,,,
A4D1F6,Leucine-rich repeat and death domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRRD1 PE=2 SV=2,2,2,13,860,125.8,81.4,132.7,136.4,138.2,131.5,127.3,97.9,113.4,120.8,239.3,223.0,403.4,295.3,312.5,354.2,229.3,257.5,236.9,343.8
Q9UGP8,Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2,5,4,8,760,45.5,29.8,28.4,85.2,31.7,50.4,56.7,38.7,31.0,37.5,34.2,38.6,72.5,52.3,39.1,46.1,27.4,38.1,19.0,55.2
Q5BIV9,Shadow of prion protein OS=Homo sapiens OX=9606 GN=SPRN PE=2 SV=1,9,2,8,151,28.2,15.9,39.6,45.3,34.0,41.0,37.5,31.5,33.5,32.1,,,,,,,,,,
P05091,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2",9,5,46,517,161.1,112.3,136.1,169.7,138.6,151.6,158.4,137.2,165.8,138.2,63.2,52.1,59.0,66.0,63.8,62.1,43.9,49.2,43.5,78.4
Q9Y493,Zonadhesin OS=Homo sapiens OX=9606 GN=ZAN PE=2 SV=5,0,2,3,2812,88.3,72.0,123.4,105.2,99.8,117.4,128.9,101.3,122.2,108.2,4.2,4.8,23.0,13.0,10.6,18.7,11.1,10.9,9.5,16.5
P62495,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3,14,5,12,437,92.1,64.3,110.7,120.5,90.2,111.2,98.1,83.9,91.6,97.0,105.0,91.0,141.0,99.9,116.1,107.8,85.2,92.9,82.1,138.5
Q9BR76,Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,7,4,16,489,121.5,78.7,131.0,145.2,117.2,128.7,120.2,95.0,115.5,115.3,69.6,62.7,119.3,87.5,99.2,104.3,60.2,77.9,63.5,94.2
P49589,"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3",8,5,9,748,123.7,78.9,151.9,157.2,114.9,141.2,132.6,101.9,116.7,116.6,,,,,,,,,,
Q13724,Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5,6,4,8,837,139.4,73.0,72.0,208.2,79.4,144.6,133.9,100.6,92.5,109.3,57.9,68.6,147.2,91.8,79.1,102.2,62.8,75.7,55.2,101.5
Q9HCJ6,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens OX=9606 GN=VAT1L PE=1 SV=2,4,2,6,419,118.1,75.4,123.2,142.1,140.0,137.3,115.4,104.5,106.1,117.9,192.7,177.6,310.9,238.2,241.5,193.9,191.8,198.2,139.6,252.3
Q8NDH3,Probable aminopeptidase NPEPL1 OS=Homo sapiens OX=9606 GN=NPEPL1 PE=1 SV=3,6,3,4,523,20.4,15.4,21.0,27.4,28.6,22.8,30.4,30.0,29.6,29.4,64.8,60.0,86.9,57.5,66.6,74.3,57.9,75.7,60.4,103.1
Q9Y320,Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1,8,2,5,296,18.3,12.1,11.7,33.5,13.4,22.4,22.2,14.9,15.3,13.9,9.7,10.8,24.3,17.7,12.3,12.2,11.6,17.1,8.7,16.7
O94826,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,3,2,5,608,24.7,18.7,13.4,43.3,16.9,23.9,24.3,23.4,15.8,19.9,24.5,25.5,39.6,35.6,22.4,27.1,27.1,28.7,19.5,30.2
P98175,RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,4,3,6,930,20.7,12.8,37.6,39.3,31.3,30.4,35.4,21.5,36.4,28.1,14.8,9.1,18.4,15.7,20.9,15.1,11.1,9.9,11.2,18.1
O94905,Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1,13,3,4,339,,,,,,,,,,,28.3,12.7,33.8,26.9,25.0,26.1,17.7,28.3,18.1,32.6
Q03252,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,7,5,9,620,219.0,132.8,236.7,253.9,259.5,253.0,229.2,180.0,226.5,224.7,52.8,47.6,72.4,63.6,59.4,71.5,53.2,53.9,46.9,65.3
P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,6,5,16,1042,50.4,22.1,37.5,62.7,32.4,51.6,47.4,35.0,33.2,40.3,71.2,74.0,151.4,90.8,77.1,97.4,81.5,80.0,51.9,106.6
P13716,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1,11,3,8,330,36.3,19.3,33.3,35.2,29.1,36.6,33.8,27.6,35.1,24.1,83.2,69.6,83.1,62.0,68.2,72.9,51.3,43.5,47.9,80.9
P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,18,5,10,315,58.2,36.1,72.8,70.2,58.0,63.5,64.5,49.1,67.1,50.2,50.3,44.7,76.6,54.0,57.7,67.1,43.7,48.1,44.9,73.9
Q9UL25,Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3,15,3,5,225,109.1,57.5,73.2,133.7,67.9,105.1,86.6,73.4,58.8,84.1,36.3,35.5,67.9,46.7,42.2,54.2,38.1,43.4,25.8,57.4
P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,10,5,24,505,115.9,63.5,140.7,140.6,118.2,125.9,127.6,93.3,112.1,98.8,184.8,145.4,294.2,204.3,205.6,228.3,155.8,183.8,183.1,261.7
Q9H7D7,WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=3,8,4,9,661,18.7,17.0,31.0,32.0,24.5,23.2,26.2,19.3,24.0,27.5,13.5,11.9,20.1,17.4,18.3,17.9,13.7,16.0,11.1,22.5
Q9NY65,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1,20,6,88,449,,,,,,,,,,,7.4,9.4,26.2,8.7,14.5,10.5,55.7,12.7,7.0,18.5
P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,8,2,2,346,119.0,72.9,127.1,138.3,124.0,132.1,132.8,104.9,117.8,116.0,,,,,,,,,,
P62805,Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,24,3,21,103,111.7,51.4,55.4,110.5,50.8,72.1,73.6,63.2,54.0,65.0,151.1,152.5,141.7,152.9,116.2,159.1,75.3,113.6,63.0,129.7
P24298,Alanine aminotransferase 1 OS=Homo sapiens OX=9606 GN=GPT PE=1 SV=3,9,4,22,496,159.8,79.1,134.1,135.8,163.5,161.4,156.6,118.3,163.9,157.9,150.6,157.1,234.7,183.2,207.5,180.6,158.3,147.9,133.3,192.7
P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,19,8,30,463,175.4,79.2,203.8,165.5,193.8,181.9,184.4,141.3,176.8,149.4,179.0,167.3,344.8,229.2,249.1,277.6,188.6,209.1,189.1,288.8
Q9BVJ7,Dual specificity protein phosphatase 23 OS=Homo sapiens OX=9606 GN=DUSP23 PE=1 SV=1,14,3,15,150,113.2,87.6,110.4,131.5,106.1,109.0,107.1,88.2,80.8,95.9,106.9,122.4,153.1,118.3,126.6,118.8,104.2,104.0,81.3,149.3
P12429,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3,8,3,8,323,51.6,46.5,62.2,72.7,57.7,71.8,77.3,56.2,61.1,54.0,106.0,68.0,115.5,100.4,81.7,100.1,100.4,85.9,61.5,103.4
Q9BT78,COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1,17,5,18,406,72.0,42.2,78.7,85.0,66.5,77.3,69.8,62.9,84.0,73.1,41.4,43.5,59.5,46.3,53.2,55.1,44.0,41.0,35.3,54.5
Q96FW1,Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2,13,3,10,271,75.0,44.7,67.7,70.6,71.8,80.1,74.7,70.8,71.3,75.3,42.7,40.3,50.0,37.5,36.8,37.1,34.5,42.8,38.6,58.0
Q6IAA8,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,18,2,2,161,33.7,19.7,44.2,82.2,39.8,50.5,43.2,31.3,45.8,48.9,,,,,,,,,,
Q6PF15,Kelch-like protein 35 OS=Homo sapiens OX=9606 GN=KLHL35 PE=1 SV=3,3,2,23,583,95.0,67.5,318.3,389.4,291.3,236.5,280.0,122.6,287.1,138.1,300.0,275.1,591.0,488.8,509.5,456.0,358.5,431.0,309.6,566.2
O94776,Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1,9,5,10,668,27.1,16.7,30.5,33.0,29.2,28.1,29.2,22.4,28.0,22.3,28.1,27.3,55.3,34.5,39.7,44.4,30.1,33.6,29.5,51.2
P37108,Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2,18,2,5,136,39.2,20.7,43.8,41.8,39.9,42.8,43.1,28.1,40.9,36.1,27.1,27.3,35.0,29.0,36.6,28.5,29.1,25.9,23.5,40.0
Q9UIA9,Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=3,6,6,12,1087,48.3,25.0,59.1,52.9,47.4,54.0,42.2,37.5,40.0,43.0,34.0,30.3,43.7,34.8,41.8,43.5,32.8,34.4,33.2,52.5
Q9UBQ0,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1,13,2,5,182,99.1,63.7,124.4,109.8,104.9,112.7,104.4,82.4,87.5,81.1,28.6,25.3,46.5,35.4,41.1,35.1,24.8,23.3,20.8,59.2
Q13619,Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3,5,3,5,759,13.2,6.2,13.1,18.7,13.2,16.9,14.3,12.5,12.3,11.8,18.8,15.4,23.5,17.4,23.6,22.8,15.0,17.2,16.6,20.6
Q9NRD5,PRKCA-binding protein OS=Homo sapiens OX=9606 GN=PICK1 PE=1 SV=2,4,2,6,415,445.0,252.5,451.6,550.2,402.4,434.7,472.3,406.9,361.0,393.2,108.8,94.4,77.1,92.8,99.9,93.8,75.6,71.8,59.4,103.7
P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",9,5,8,660,48.9,34.4,66.5,77.5,49.3,60.8,57.8,46.6,51.9,50.5,24.9,19.7,36.7,24.9,28.2,26.4,22.9,23.1,16.9,33.9
P12277,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,11,4,6,381,33.2,30.3,44.2,46.9,38.5,37.6,46.0,39.4,43.8,38.3,173.6,91.1,188.6,145.4,134.7,176.4,135.8,134.1,84.3,165.8
P60510,Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP4C PE=1 SV=1,12,3,6,307,39.0,27.7,35.9,43.7,41.4,40.5,40.4,30.9,33.9,35.5,27.9,28.0,37.5,29.5,38.7,31.0,35.2,32.6,24.3,37.6
P27361,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,4,2,7,379,61.0,33.6,56.6,61.2,53.6,63.6,63.3,51.8,60.3,54.0,32.4,25.0,42.3,32.7,28.5,33.3,23.8,24.3,21.8,33.3
Q9BTE6,Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1 PE=1 SV=2,4,2,2,412,80.4,48.1,85.9,96.8,86.4,82.9,80.0,65.1,82.1,73.2,,,,,,,,,,
P62888,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,34,4,13,115,55.0,36.6,52.2,64.0,53.2,49.8,52.8,35.7,49.2,36.6,132.4,127.9,194.5,142.0,184.3,150.5,135.6,157.5,126.0,186.8
P14678,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2,10,3,8,240,157.2,79.2,126.1,121.9,140.0,151.0,127.0,112.2,122.9,128.6,123.0,113.9,165.0,108.1,113.7,140.1,105.5,117.0,92.6,146.5
P06730,Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2,8,2,5,217,48.4,29.6,55.7,53.6,53.7,52.6,57.7,40.0,46.9,44.2,19.6,11.8,23.4,14.1,17.9,15.1,20.8,15.1,14.5,20.9
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,4,5,8,1845,48.5,36.7,42.2,54.1,39.4,45.4,39.9,31.4,33.9,36.5,40.4,37.8,71.7,53.4,54.0,58.8,48.3,48.3,39.2,57.0
P09417,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2,13,2,30,244,241.7,139.7,139.1,122.7,129.8,191.8,160.1,160.5,88.0,181.6,98.4,88.8,89.8,74.6,80.6,67.2,56.6,67.2,38.0,92.9
O60762,Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1,11,3,6,260,35.7,26.1,31.6,52.8,30.9,33.0,30.9,27.3,26.2,29.5,35.1,40.8,54.5,44.1,51.0,49.6,32.7,39.7,28.0,53.4
P28070,Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,15,3,23,264,23.7,18.9,27.6,29.6,26.9,29.0,29.5,24.3,27.5,27.4,55.1,37.6,76.6,62.7,58.5,60.8,37.6,55.2,40.2,59.3
P17858,"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",16,8,17,780,50.8,25.9,60.8,64.9,52.1,62.5,61.1,52.7,57.1,50.7,42.7,46.9,78.9,50.3,63.2,66.6,70.5,56.8,47.6,61.1
P55735,Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3,22,4,21,322,98.2,63.3,136.2,124.3,127.5,116.5,123.5,90.0,94.3,103.4,253.4,233.2,416.1,308.0,346.5,341.5,234.3,271.0,242.5,354.4
P19784,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,7,2,3,350,38.9,29.8,37.8,46.3,41.8,52.1,42.1,32.5,36.2,36.3,16.8,16.2,25.5,19.6,23.4,14.0,13.1,12.9,11.7,23.4
Q709C8,Intermembrane lipid transfer protein VPS13C OS=Homo sapiens OX=9606 GN=VPS13C PE=1 SV=1,1,4,9,3753,45.8,23.5,52.5,46.1,40.2,43.1,41.7,40.7,40.8,42.2,13.9,10.2,17.3,14.0,13.2,13.3,15.5,10.9,10.1,20.3
Q14139,Ubiquitin conjugation factor E4 A OS=Homo sapiens OX=9606 GN=UBE4A PE=1 SV=2,3,3,5,1066,18.5,12.8,22.7,29.7,27.1,22.7,25.8,19.1,23.0,25.0,31.6,27.9,40.4,27.0,37.3,40.2,26.3,28.7,33.2,43.2
Q9UNK0,Syntaxin-8 OS=Homo sapiens OX=9606 GN=STX8 PE=1 SV=2,12,3,6,236,88.4,45.8,96.0,114.2,92.4,93.9,94.9,65.6,76.2,85.2,21.8,17.7,36.5,26.3,30.9,27.7,22.5,22.9,18.9,29.7
P35573,Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3,12,14,54,1532,67.3,45.6,69.2,69.2,74.9,83.4,85.6,64.5,95.8,79.5,105.5,105.5,164.4,125.5,137.9,139.6,119.9,112.3,97.2,144.5
O60333,Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=5,1,3,9,1816,39.3,19.6,33.6,44.8,41.3,41.8,40.0,32.6,31.6,41.7,49.5,48.2,84.7,62.0,60.2,55.7,56.2,52.9,30.1,64.0
O43310,CBP80/20-dependent translation initiation factor OS=Homo sapiens OX=9606 GN=CTIF PE=1 SV=1,6,3,6,598,46.9,31.4,51.6,53.1,46.3,49.6,40.9,34.1,33.1,42.3,28.5,21.4,38.5,28.1,30.8,32.7,21.7,25.5,18.3,34.5
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2",9,4,29,432,201.7,124.6,187.9,212.3,178.1,198.4,178.1,156.6,192.8,175.6,89.5,87.0,128.0,113.1,111.3,124.0,66.8,81.0,86.5,111.9
O43776,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",9,4,10,548,128.8,88.3,168.3,170.2,155.2,174.2,169.1,133.9,153.8,118.0,185.6,163.7,235.6,206.1,225.6,212.6,231.7,162.4,140.6,211.1
P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",17,10,24,707,69.7,54.9,105.0,111.6,102.8,100.5,103.2,82.0,91.3,92.0,31.3,30.7,54.1,34.4,36.2,41.3,32.2,30.5,30.6,44.6
Q6ZQQ6,WD repeat-containing protein 87 OS=Homo sapiens OX=9606 GN=WDR87 PE=1 SV=3,1,2,4,2873,,,,,,,,,,,972.3,186.5,962.0,317.4,221.1,238.2,172.7,293.5,111.1,378.1
Q01518,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,4,2,20,475,211.2,123.0,155.0,196.2,166.6,181.1,186.5,164.4,163.5,190.5,24.8,21.3,39.7,27.1,34.7,28.4,18.2,25.9,24.1,32.3
Q14669,E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,1,2,4,1992,33.6,18.0,39.6,56.6,41.1,44.8,42.9,30.4,37.1,38.9,,,,,,,,,,
Q13247,Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2,8,3,7,344,12.4,10.9,16.9,11.8,15.2,16.9,15.5,9.9,16.5,18.9,42.9,42.5,80.5,51.7,63.8,61.9,46.3,53.4,42.1,67.7
Q15907,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4,12,3,5,218,88.5,50.3,81.6,117.9,89.7,101.0,85.7,72.7,75.0,78.9,61.5,58.5,111.8,82.1,67.8,85.7,68.2,70.1,53.3,96.4
Q9H4I3,TraB domain-containing protein OS=Homo sapiens OX=9606 GN=TRABD PE=1 SV=1,8,2,6,376,21.4,13.2,14.6,35.3,14.2,21.7,17.8,16.7,15.9,18.4,23.5,23.8,35.3,30.9,25.8,31.1,21.7,23.3,20.6,33.5
Q9P015,"39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1",11,3,5,296,75.6,55.6,75.9,101.9,78.3,82.1,77.7,64.4,73.5,72.0,48.9,44.8,72.4,59.7,57.8,59.3,41.7,46.9,31.0,68.4
P53396,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,21,18,100,1101,267.4,177.1,269.9,438.9,207.2,366.6,342.3,283.2,233.8,285.7,191.7,207.0,223.5,178.7,216.3,196.6,126.2,170.4,95.0,198.3
Q8TD30,Alanine aminotransferase 2 OS=Homo sapiens OX=9606 GN=GPT2 PE=1 SV=1,16,5,13,523,61.8,49.4,97.4,110.8,97.8,86.1,108.2,65.2,96.6,78.4,87.2,93.2,88.9,108.9,99.3,73.7,84.4,89.1,60.4,106.8
Q9Y5L4,Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1,34,3,12,95,114.5,72.4,80.2,90.4,93.1,112.9,109.9,80.8,85.1,84.8,71.1,63.5,93.6,67.8,86.6,69.4,73.5,55.0,56.5,83.2
Q9NRY4,Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3,3,3,5,1499,11.8,12.0,15.7,18.9,10.2,12.9,9.1,10.5,9.8,12.6,,,,,,,,,,
Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,15,10,24,729,66.8,39.5,70.9,73.6,80.5,83.4,70.2,56.8,61.3,63.7,22.2,19.4,34.2,21.8,25.2,23.0,21.7,26.5,22.3,27.8
Q6P4A8,Phospholipase B-like 1 OS=Homo sapiens OX=9606 GN=PLBD1 PE=1 SV=2,4,2,4,553,29.7,24.4,43.3,36.2,34.5,34.4,23.5,28.4,33.0,25.2,24.8,18.8,26.7,36.4,26.0,38.2,20.2,24.1,28.5,33.0
Q15418,Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2,4,3,11,735,,,,,,,,,,,13.3,8.8,14.9,11.0,14.0,12.2,8.0,7.5,10.9,16.2
Q9NTJ4,Alpha-mannosidase 2C1 OS=Homo sapiens OX=9606 GN=MAN2C1 PE=1 SV=1,3,3,4,1040,39.4,19.7,36.7,39.1,33.8,38.4,38.6,39.3,45.5,38.6,32.3,26.2,44.6,29.8,36.0,33.6,33.6,28.6,29.5,46.8
P36871,Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3,25,10,50,562,138.5,89.9,136.6,165.4,150.6,147.3,149.6,120.8,140.9,128.8,229.5,232.3,358.1,248.4,306.5,252.2,245.1,236.6,177.1,299.9
P62910,60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2,10,2,22,135,159.1,104.6,178.3,159.2,139.6,163.2,136.3,117.0,126.7,125.3,115.6,114.7,150.6,119.8,148.1,157.5,101.8,113.0,98.1,186.1
P04150,Glucocorticoid receptor OS=Homo sapiens OX=9606 GN=NR3C1 PE=1 SV=1,3,2,3,777,15.0,11.3,14.2,21.2,16.6,20.1,19.8,12.9,15.8,18.7,11.2,7.6,19.1,9.1,11.3,10.5,7.0,9.2,5.0,13.3
Q8IW45,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Homo sapiens OX=9606 GN=NAXD PE=1 SV=1,5,2,4,347,140.4,100.8,109.7,134.4,115.5,134.0,113.9,94.4,110.3,129.5,88.0,75.4,184.2,110.4,133.2,110.5,71.3,89.3,57.9,93.1
Q02153,Guanylate cyclase soluble subunit beta-1 OS=Homo sapiens OX=9606 GN=GUCY1B1 PE=1 SV=1,10,5,8,619,51.4,31.9,55.2,45.4,43.3,52.5,52.7,36.0,47.8,40.5,26.3,27.5,40.8,28.4,38.5,36.4,24.6,32.8,20.3,39.8
Q13162,Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,24,5,37,271,282.0,198.0,281.3,376.2,300.2,318.8,333.1,241.9,264.1,287.2,239.7,183.3,351.1,237.6,254.4,267.8,165.9,218.4,190.1,263.7
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1,16,5,14,338,46.7,30.8,58.4,63.7,58.1,51.8,53.7,40.7,45.0,41.3,35.0,32.5,66.7,50.5,81.7,81.4,42.2,39.1,64.1,49.7
P09493,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2,20,10,70,284,18.9,10.1,15.5,20.5,16.8,15.8,22.6,26.8,17.3,27.2,22.1,13.7,34.2,27.9,39.2,37.8,514.4,68.3,28.7,74.3
P53992,Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3,5,4,11,1094,143.8,86.5,172.7,160.3,147.7,151.9,132.8,117.3,143.2,132.9,139.7,126.6,207.3,128.4,186.3,180.7,123.6,137.7,123.5,182.2
P52597,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,10,3,13,415,55.0,35.5,66.6,64.1,68.6,58.3,64.1,38.9,59.7,47.8,82.8,71.1,128.7,95.1,111.9,106.1,76.8,72.7,85.9,102.6
Q86VS8,Protein Hook homolog 3 OS=Homo sapiens OX=9606 GN=HOOK3 PE=1 SV=2,12,4,6,718,20.6,16.9,18.7,27.4,21.8,19.8,19.6,19.8,17.2,13.6,,,,,,,,,,
P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2,16,3,31,165,90.9,63.5,110.2,122.1,90.5,90.6,93.4,89.8,90.4,105.1,54.9,44.6,95.7,54.3,63.5,53.1,39.4,56.2,43.8,59.0
