Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131,mouse_accession,Description,Coverage [%]
37.5,27.3,59,51.4,42.3,43.2,57.9,36.9,38,34.3,27.6,26,44.6,35.8,42.1,29.8,21.7,28.6,22.4,37,Q3UIL6,Pleckstrin homology domain-containing family A member 7 OS=Mus musculus OX=10090 GN=Plekha7 PE=1 SV=2,4
57.3,32.5,64.7,66.7,64.7,69,70.8,52.9,59,59.4,66,54.3,84.4,79.6,80.6,85.7,66,69.8,56.7,83.9,Q76LS9,Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Mus musculus OX=10090 GN=Mindy1 PE=1 SV=1,2
66.4,44.9,93.2,102.1,76.6,80.3,73.5,60.1,66.4,72.3,55,57.6,100.6,75.7,87.2,73.6,58.1,65.2,43,83.6,Q03391,"Glutamate receptor ionotropic, NMDA 2D OS=Mus musculus OX=10090 GN=Grin2d PE=1 SV=3",1
45.8,30.8,35.9,82.2,37.4,55.1,49.5,36.8,35.9,37.2,65.3,59.8,132.6,82,69.8,85.5,54,74.1,50.7,98.2,Q9R0P6,Signal peptidase complex catalytic subunit SEC11A OS=Mus musculus OX=10090 GN=Sec11a PE=1 SV=1,11
21,13.5,17.5,18.9,16.7,19.2,19.9,18.9,19.7,17.6,,,,,,,,,,,Q9D187,Cytosolic iron-sulfur assembly component 2B OS=Mus musculus OX=10090 GN=Ciao2b PE=1 SV=1,17
106.7,55.8,98.8,107.2,127.4,112.2,110.4,99,114.2,106.4,219.3,205.4,327.7,291.4,262,280.2,274.6,243.1,214.9,346.4,P34914,Bifunctional epoxide hydrolase 2 OS=Mus musculus OX=10090 GN=Ephx2 PE=1 SV=2,19
93.3,55.7,69.3,71.5,59.8,83.9,56.5,73.9,51.2,76.9,55.8,55.9,93.8,66,69,73.2,53.4,59.1,46,74.9,P14685,26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3,17
205.7,130,178.4,229.3,185.4,196,196.6,175.7,183.4,171.4,149.9,157.3,197.2,206.6,194.6,188.8,227.2,168.6,130.4,223.1,Q99KI0,"Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1",29
56.4,35.5,60.8,56.8,63.5,55.6,51.2,49.6,52,46.1,112.9,114.6,167.8,148.2,146.8,121.8,121.2,105.5,98.6,147.3,Q9QXY6,EH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Ehd3 PE=1 SV=2,22
13.2,5.2,10.5,15.9,9.3,11.8,11.8,9,13.3,16.2,13,12.4,17.8,15.2,13.6,15.8,11.8,12.2,13.7,14.6,Q3UYI5,Ral guanine nucleotide dissociation stimulator-like 3 OS=Mus musculus OX=10090 GN=Rgl3 PE=1 SV=2,3
281.6,161.1,340.5,374.5,286.7,299.8,291.2,248.8,277,270,209.6,179.3,303.3,220.6,234.3,274.9,179.3,220.6,174.2,300.7,Q8VDD5,Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4,18
153.2,87.6,113.3,150.4,135.8,153.5,156.6,116.4,142.9,145.8,132.7,138.5,120.4,177.6,171.9,186.6,203.4,153.3,126.5,201.5,Q0VGY8,Protein TANC1 OS=Mus musculus OX=10090 GN=Tanc1 PE=1 SV=2,0
64.2,35.1,52.9,57.6,61.7,66.8,63.3,47.5,64.5,61.7,,,,,,,,,,,Q8VE38,Oxidoreductase NAD-binding domain-containing protein 1 OS=Mus musculus OX=10090 GN=Oxnad1 PE=1 SV=2,9
174.8,104.7,87.2,244.9,111.5,158.3,148.4,118.5,97.8,134.3,97.1,124.9,194.2,193.6,151,162.6,134,139.3,85,182.7,Q9CQ54,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus OX=10090 GN=Ndufc2 PE=1 SV=1,33
66.9,49.4,70.9,77.1,58.8,64.1,66.6,55.2,64.9,62.1,60.2,62.2,76.8,67.9,77.3,76.7,44.8,62.8,50.9,85.9,Q61733,"28S ribosomal protein S31, mitochondrial OS=Mus musculus OX=10090 GN=Mrps31 PE=1 SV=1",2
,,,,,,,,,,94.9,102.1,132.1,132.4,125.5,146.3,118.5,102.1,83.9,132.2,Q9D358,Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3,28
35.7,26.1,31.6,52.8,30.9,33,30.9,27.3,26.2,29.5,35.1,40.8,54.5,44.1,51,49.6,32.7,39.7,28,53.4,O70152,Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Dpm1 PE=1 SV=1,17
34.8,24.7,54.8,62.8,47.9,54,45.5,30.1,56.8,41,127.3,126.4,176.7,177.8,178.3,151.5,181.6,146.1,103.7,183.8,Q9R1Z7,6-pyruvoyl tetrahydrobiopterin synthase OS=Mus musculus OX=10090 GN=Pts PE=1 SV=2,9
292.7,207.8,277.9,220.9,403.6,384.4,292.1,291.2,266.5,318.9,197.5,168.7,305.4,170.7,195.4,217.3,199.6,226.6,162,298,Q2PZL6,Protocadherin Fat 4 OS=Mus musculus OX=10090 GN=Fat4 PE=1 SV=2,0
130.6,73.3,64.6,66.7,97,110.7,70.6,104.4,69.8,108.8,61.2,58.6,68.7,53.8,50.9,47.9,44.9,60.8,36.6,84.5,P84104,Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3 PE=1 SV=1,5
139,91.5,133.5,159.3,110.9,118.8,111.1,90.8,110.4,103.5,136.2,123.5,146,137.1,131,142,104.3,113.7,108.3,157.2,Q9CZM2,60S ribosomal protein L15 OS=Mus musculus OX=10090 GN=Rpl15 PE=1 SV=4,11
19.2,21.7,31.6,37.9,37.3,34.7,35.2,26.7,27.5,36.3,16.9,12.1,17.3,13.8,15.4,18.9,10,15.4,9.1,23.4,Q3UHR0,BAH and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Bahcc1 PE=1 SV=2,0
701.2,438.8,409.7,1132.2,535.2,761,770.1,555.1,489.3,610.3,553.4,567.9,1046,872.1,600,675.4,473.5,595.7,344.5,697,P17717,UDP-glucuronosyltransferase 2B17 OS=Mus musculus OX=10090 GN=Ugt2b17 PE=1 SV=1,16
,,,,,,,,,,34.1,28.1,45.5,39.4,49.9,43.1,32.4,33.2,31,40.5,Q91VF2,Histamine N-methyltransferase OS=Mus musculus OX=10090 GN=Hnmt PE=1 SV=1,2
110.6,84.4,153.8,128.3,117.9,126.2,126.4,88.1,101.4,120.9,69.7,60.1,115,82.1,91.9,88.1,66.8,67.4,57.3,98.6,Q6IRU5,Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1,7
138.2,99.7,158.6,173.7,146.7,147.3,154.2,113.2,153.1,136.9,70,52.4,93.1,74.6,84.2,84.5,63.8,61.1,62.2,90.3,Q91Z53,Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus OX=10090 GN=Grhpr PE=1 SV=1,36
46.1,32.3,59.5,67.1,47.4,44.4,66.1,52.9,53.2,48.4,43.7,28.6,58.3,35.7,44,53.9,29.5,35.3,43.1,50.5,P19324,Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3,24
7.8,7.6,16.5,24.4,16.8,16.4,17.3,10.4,19.4,9.7,62.4,69.6,534.3,320.5,462.1,457.6,200.8,213.4,318,306.4,Q8BYB9,Protein O-glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Poglut1 PE=1 SV=2,5
,,,,,,,,,,19.7,25,35,22.6,28.5,23.7,20.2,25.1,15.7,25.4,Q91YE6,Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=3,6
40.7,17.6,22,58.3,26.6,38.3,37.1,28.4,24.1,27.1,24.2,19.9,36.3,32.1,27.8,37.9,66.2,33.8,25.6,38.5,Q8VBT0,Thioredoxin-related transmembrane protein 1 OS=Mus musculus OX=10090 GN=Tmx1 PE=1 SV=1,4
224.4,117.9,243.8,235.1,299.8,249.6,287.2,178.7,261.1,218.6,83.3,74,114.1,71.5,83.8,82.7,67.4,69.4,56.7,98.8,Q9D826,Peroxisomal sarcosine oxidase OS=Mus musculus OX=10090 GN=Pipox PE=1 SV=1,29
30.1,16.6,46.3,48.9,46.8,47.5,37.9,34.3,33.7,32,12.5,14.5,19.2,10,14.4,12,11.9,14.5,14.4,20.9,Q9JIK5,Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3,8
53.5,18.1,29.1,86.1,30.8,53.9,43.8,32.8,25.6,40,68.2,68.2,83.3,68.7,62.4,53.9,44.1,55.4,40.2,78,P0DN91,Transmembrane protein 254c OS=Mus musculus OX=10090 GN=Tmem254c PE=1 SV=1,18
,,,,,,,,,,197.5,178.4,383.7,270.2,290.7,294.8,224.7,269.7,177,326.9,P20722,Bone morphogenetic protein 6 OS=Mus musculus OX=10090 GN=Bmp6 PE=1 SV=2,1
,,,,,,,,,,42.6,32.7,51.3,39.9,45.1,46.8,30.9,38.7,28.4,48.9,Q59J78,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1,15
23.7,18.9,27.6,29.6,26.9,29,29.5,24.3,27.5,27.4,55.1,37.6,76.6,62.7,58.5,60.8,37.6,55.2,40.2,59.3,P99026,Proteasome subunit beta type-4 OS=Mus musculus OX=10090 GN=Psmb4 PE=1 SV=1,32
93,49.1,57.7,191.2,61.6,94.4,98.7,81,58.9,75.6,39,40.3,68.4,62.7,38.8,48.8,37.9,39.8,24.1,51.3,Q9CY27,Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1,14
10.8,8.1,21.5,20.2,17.9,16.7,18.4,14.8,15.7,13.1,,,,,,,,,,,B2RXC1,Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1,1
14.5,8.3,13.4,17.7,14.7,18,17.7,14.3,12.4,16.3,34.8,30.4,38.5,34.9,39,34.9,26.6,29.8,23.2,40.5,Q8K2Y7,"39S ribosomal protein L47, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl47 PE=1 SV=2",8
24.2,10.3,20.2,23.6,20.8,22.8,29.2,14.7,24.3,24.2,23.9,32.1,34.3,30.5,30.9,24.9,21.8,17.3,21,34.6,Q58A65,C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2,2
19.6,12.4,25.6,28.2,22.6,23.6,16.3,18.3,18.4,21.4,21.7,22.1,33.4,24.3,31.2,25.8,21.9,20.8,20.7,34.3,E9Q735,Ubiquitin conjugation factor E4 A OS=Mus musculus OX=10090 GN=Ube4a PE=1 SV=1,9
309.6,221.9,421.4,536.8,417.6,434.5,417.2,305,330.3,378.1,,,,,,,,,,,P08074,Carbonyl reductase [NADPH] 2 OS=Mus musculus OX=10090 GN=Cbr2 PE=1 SV=1,3
109.1,74.6,123.9,131,103.1,129.6,101.2,101.3,111.5,114.6,56,41.7,93,60.3,53.7,67.2,46.4,64.1,54.6,78.3,P52850,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 OS=Mus musculus OX=10090 GN=Ndst2 PE=1 SV=1,1
,,,,,,,,,,10.9,9.7,18.6,15.6,16.6,16.9,12.7,13.7,9.1,16,Q8K2Q0,COMM domain-containing protein 9 OS=Mus musculus OX=10090 GN=Commd9 PE=1 SV=3,12
30.8,21,26.4,29.2,22.7,29.3,25.2,22.6,25.5,31.2,,,,,,,,,,,Q99N91,"39S ribosomal protein L34, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl34 PE=1 SV=1",13
,,,,,,,,,,22.3,10.3,28.4,17,18,18.7,18.8,13.7,12.2,25.7,Q8BVA4,Leiomodin-1 OS=Mus musculus OX=10090 GN=Lmod1 PE=1 SV=1,1
,,,,,,,,,,263,248.2,544.3,211.1,227.9,209,175,281.2,172.1,351.8,Q9D9K3,Cell death regulator Aven OS=Mus musculus OX=10090 GN=Aven PE=1 SV=2,2
53.4,55.7,89.2,80.8,44.4,55.8,46.4,49.9,34.6,43.2,35.3,27.7,60.9,28.8,44.7,41.4,26.5,36.8,16,42.1,P18242,Cathepsin D OS=Mus musculus OX=10090 GN=Ctsd PE=1 SV=1,2
10.8,8.6,14.2,12,13.6,14.5,12.8,6.1,10.7,10.5,,,,,,,,,,,Q9R1C0,Transcription initiation factor TFIID subunit 7 OS=Mus musculus OX=10090 GN=Taf7 PE=1 SV=1,4
19.6,13.7,38.4,29.8,26.4,29.4,26.4,25.3,30.5,35.6,33.5,27.2,46.6,33,32.9,34.5,26.5,31,21.3,46.6,Q5SW45,Meckel syndrome type 1 protein homolog OS=Mus musculus OX=10090 GN=Mks1 PE=1 SV=1,1
20.2,14.5,23.2,19.8,18.1,20.8,23.3,20.1,24.3,25.4,28.9,25,49.9,31.3,35.6,44.5,27.8,31.1,26.2,47.7,Q6ZQ58,La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3,6
95.4,79.1,139.3,91.6,56.1,62.4,68.8,79.6,54.3,73.9,222.7,137.9,117.8,216.2,133.1,139.9,133.6,115,66.5,145.9,O55042,Alpha-synuclein OS=Mus musculus OX=10090 GN=Snca PE=1 SV=2,19
59.9,42.7,33.3,88.5,34.2,55.8,54.3,34.7,43.5,41.5,55.7,47.6,116.7,55.3,48.2,56.5,45.5,46,44.3,74.4,P56657,Cytochrome P450 2C40 OS=Mus musculus OX=10090 GN=Cyp2c40 PE=1 SV=2,10
111.2,47.3,311.7,391.5,245.1,206.6,267.5,325.8,283.7,487.9,88.1,80.6,226.6,124.6,241.3,218.9,127.2,291.7,172.7,458.5,E9PVB3,Coiled-coil domain-containing protein 175 OS=Mus musculus OX=10090 GN=Ccdc175 PE=4 SV=1,1
36.5,21.3,23.5,62.2,27.1,40.9,33.9,27,26,37.9,15,10.5,26.5,13.5,9.5,15.7,13.3,17.4,7.7,17.8,Q8BNI4,Derlin-2 OS=Mus musculus OX=10090 GN=Derl2 PE=1 SV=2,5
15.4,9,15.1,15.5,14.8,14.2,14.5,8.6,12.7,14.8,141.9,105.2,224.8,144.9,149.8,178.2,97.9,140.3,131.7,194.8,Q9DB25,Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus OX=10090 GN=Alg5 PE=1 SV=1,2
45.3,18.1,48.1,41.7,53.1,49.9,52.2,36.7,43.6,38,83.9,76.6,115.5,88,98,92.2,78.6,76.5,66.5,109.4,P10630,Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=2,31
15.6,9.1,14.8,16.2,14.4,18.1,18,13.6,14.5,14.6,94.1,83.6,132.4,111.4,105.4,109.4,82.7,87.9,76.1,123.4,Q8R059,UDP-glucose 4-epimerase OS=Mus musculus OX=10090 GN=Gale PE=1 SV=1,37
,,,,,,,,,,115.6,112.7,109.3,107.6,125.6,116.7,86.6,91.6,79.2,145.6,O35379,Multidrug resistance-associated protein 1 OS=Mus musculus OX=10090 GN=Abcc1 PE=1 SV=1,0
154.3,124.3,145.6,167,114.4,159.5,147.1,130.2,113.6,145.1,338.3,280.2,293.8,373,284.7,270.8,318.4,245.2,172.1,338.5,P07724,Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3,26
,,,,,,,,,,23.5,22.5,44,36.9,36.2,43.1,30.7,28,34,35.5,P18654,Ribosomal protein S6 kinase alpha-3 OS=Mus musculus OX=10090 GN=Rps6ka3 PE=1 SV=2,4
16,5.6,8.5,18.1,7.5,15.6,15.5,11.4,11.2,13.2,12.2,12.2,18.4,14.1,10.5,15.2,11.8,7.4,6.3,11.9,P70302,Stromal interaction molecule 1 OS=Mus musculus OX=10090 GN=Stim1 PE=1 SV=2,2
,,,,,,,,,,11.8,10.6,23.4,20,14.7,14.6,10.2,14.2,8.1,20.6,Q8BXA5,Cleft lip and palate transmembrane protein 1-like protein OS=Mus musculus OX=10090 GN=Clptm1l PE=1 SV=1,3
110.7,65.4,102.2,124.5,103.4,112.7,121.1,93.3,119.4,110.5,71.7,66.9,71.6,89.4,90.7,96.3,54.6,65.5,65.4,100.8,Q91YP0,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=L2hgdh PE=1 SV=1",22
226.3,121.8,199.7,223.2,186.1,201.8,194.7,165.6,196.7,189.3,187,158.4,202.4,193.6,218.3,200.2,138.3,168.6,151.7,235,P50136,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Bckdha PE=1 SV=1",32
55.3,25.3,47,64.3,40.8,47.3,43.1,39.8,36.2,43.1,35.9,33.9,82.8,46.7,49.7,50,49.9,41.2,31,57.5,Q9ERI6,Retinol dehydrogenase 14 OS=Mus musculus OX=10090 GN=Rdh14 PE=1 SV=1,10
13,5,14,14.6,11.1,9.3,16.7,10.7,11.5,12.6,,,,,,,,,,,Q61503,5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5e PE=1 SV=2,2
104.1,46.6,94.7,84.5,77.4,95.9,92.4,67.7,87.3,75.3,53,48,73.1,55.9,65.2,74,55.1,54.5,47.5,71.4,Q61206,Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=2,12
90.8,63.6,105.4,132.4,104.5,109.1,116.8,88.2,101.6,99.8,110.2,82.5,102.2,115.2,105.6,111,88,100.9,90.8,127.2,Q8JZN5,"Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2",27
176.8,80.1,84.7,213.1,101.8,162.5,141.2,115.9,89.7,114.8,129.4,94.7,222.8,149.6,142.6,153.5,98.9,94.2,95.6,149.1,P37040,NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=2,22
27.5,12,25.6,25.9,31,27.4,31.4,23.4,32.2,22.9,,,,,,,,,,,Q6F3F9,Adhesion G-protein coupled receptor G6 OS=Mus musculus OX=10090 GN=Adgrg6 PE=1 SV=1,1
238.8,155.6,183.4,171.4,161.2,237.5,225.6,166.2,194.6,187.7,93.1,76.3,106.4,90.8,102.8,88.9,71.7,78.8,63.2,102.9,O35969,Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,32
72.3,43.6,74.6,73.9,69.3,72.2,70.3,59.7,69.6,58.8,65.8,62.9,76.9,63.7,67.3,66.3,66.4,58.7,57.2,79.2,Q9D6J6,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2 PE=1 SV=2",28
61.9,31.1,51.6,89.1,47.5,58.9,68.6,42.6,53.9,48.4,20.9,21.7,39.8,24.1,27.3,32.7,26.7,25,19,32.9,Q4VA53,Sister chromatid cohesion protein PDS5 homolog B OS=Mus musculus OX=10090 GN=Pds5b PE=1 SV=1,1
,,,,,,,,,,15.6,26.5,29.6,17.6,21.6,16.9,15.4,25.4,10.7,20.9,P03976,Ig kappa chain V-II region 17S29.1 OS=Mus musculus OX=10090 PE=1 SV=1,12
41.2,18.7,41.4,35.6,30,36.1,47.1,27,33.8,39.6,48.4,40.1,54.3,56.5,45.1,49.6,47.4,45.7,31.5,53.5,P13020,Gelsolin OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=3,6
83.4,44.1,69.1,102.8,74.5,91.1,82.7,62.1,80.3,69.5,102.9,79.7,139.7,104.6,103.6,116.9,79.2,83.9,73.8,114.2,Q9D845,Testis-expressed protein 9 OS=Mus musculus OX=10090 GN=Tex9 PE=2 SV=1,2
41.5,19.6,31.1,37.4,31.7,38.7,30.2,28.4,30.8,29,78.6,78.3,112.8,85.6,99.6,97.4,66.8,75.8,72.2,102.8,Q8BYL4,"Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Yars2 PE=1 SV=2",6
42.4,24.5,42.6,56.1,36.7,48.9,35.1,30.8,30,39.2,11,7.6,14.2,15.7,11.1,8.6,10,6.6,8.3,12.7,P49182,Heparin cofactor 2 OS=Mus musculus OX=10090 GN=Serpind1 PE=1 SV=1,8
35.5,19.3,42.7,42.4,35.6,36.2,37.3,22,35.8,27.4,,,,,,,,,,,Q8K0P3,MTOR-associated protein MEAK7 OS=Mus musculus OX=10090 GN=Meak7 PE=2 SV=1,6
106.4,67.6,100.7,161,87.6,118.1,110.6,85,86.7,96.5,142.4,122.7,234.1,140.5,162,183.6,91.1,122.3,79.3,161.7,Q9CZS1,"Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus OX=10090 GN=Aldh1b1 PE=1 SV=1",17
127.8,77.8,150.7,139.5,142.6,145.4,136.3,110.2,133.4,115,88.1,70.7,122.5,97.5,103,104.9,81.8,87.5,74.1,110.5,Q3TXS7,26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus OX=10090 GN=Psmd1 PE=1 SV=1,12
152.2,86.1,128.6,196.9,129.2,157.3,162.3,114.1,122.9,132.8,30,25.6,38.5,36.5,33.3,42.7,27,32.8,28.5,41,Q9DCS3,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Mus musculus OX=10090 GN=Mecr PE=1 SV=2",24
24.2,14.4,34.3,32.9,25.3,31.5,29.6,23.2,28.8,25.9,31.7,37.1,55.8,39.8,33.5,44.9,30.7,33.1,23,45.8,Q8BKC5,Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3,7
41.9,24.9,38.7,41.1,40.6,42.1,40.3,33.4,47.1,43,63.6,59,90.3,89.7,86.6,90.5,85.1,72.2,65.9,97,Q9DB30,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Mus musculus OX=10090 GN=Phkg2 PE=2 SV=2",7
10,6.4,10.2,10.3,9.3,12.8,15.2,9.8,12.2,7.9,10.9,11.1,19.9,10.1,14.6,11.6,9.8,10.2,9.6,14.5,Q9CW46,Ribonucleoprotein PTB-binding 1 OS=Mus musculus OX=10090 GN=Raver1 PE=1 SV=2,4
31,39.6,44.5,67.1,55.8,35.2,43.7,41.5,26.8,55.2,25.1,20.2,33.4,28.1,26.6,25.6,23.6,31.2,20.5,30.9,Q61881,DNA replication licensing factor MCM7 OS=Mus musculus OX=10090 GN=Mcm7 PE=1 SV=1,1
47.9,27.9,41.9,46.7,60.3,39.4,44.3,32.3,47.1,36.3,45.2,46.1,62.6,48.1,50.2,47,44.6,43.7,38,53.1,Q5BL07,Peroxisome biogenesis factor 1 OS=Mus musculus OX=10090 GN=Pex1 PE=1 SV=2,6
89.5,61.4,90.2,101.9,88.1,92.7,92.6,83.3,75.3,76.2,86,82.4,130.3,97.1,115.2,112.2,85.5,86.5,75.8,127.1,P70168,Importin subunit beta-1 OS=Mus musculus OX=10090 GN=Kpnb1 PE=1 SV=2,16
99.8,69.3,132.4,149.4,125.9,132.2,135.1,101.1,133.7,111.1,79.9,70.8,129.2,85.4,85,99.3,79.4,83,81.5,123,Q9QXK3,Coatomer subunit gamma-2 OS=Mus musculus OX=10090 GN=Copg2 PE=1 SV=1,5
48.9,27.1,52,57.1,61.3,55.6,56.5,37.8,42.8,44.7,42.6,39.1,63,48.8,60.9,61.5,52.9,39.4,34.7,67.3,Q8VDG7,"Platelet-activating factor acetylhydrolase 2, cytoplasmic OS=Mus musculus OX=10090 GN=Pafah2 PE=1 SV=2",15
51.6,25.7,70.5,59.3,47.2,54.6,48,42.4,48.7,44.8,19.2,16.2,21.8,22.4,26,36.1,17.3,23.4,25.5,35.3,Q9ET22,Dipeptidyl peptidase 2 OS=Mus musculus OX=10090 GN=Dpp7 PE=1 SV=2,9
16.6,11.8,18.5,19.1,20.1,18.2,23.5,14.2,17.6,14.5,15.7,10.8,20.6,12.5,13.2,14.2,16.8,22.9,13.4,17.8,Q5EG47,5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Mus musculus OX=10090 GN=Prkaa1 PE=1 SV=2,13
18.9,11.8,27.5,17.6,24.7,17.3,22,11.8,15.7,17.2,33.8,30,58.1,37.7,47.6,45.3,31.2,30.4,30.6,45.9,Q8BP48,Methionine aminopeptidase 1 OS=Mus musculus OX=10090 GN=Metap1 PE=1 SV=1,23
64.5,36.7,53,65.2,58.5,77.8,60.1,49.8,55.6,64.5,51.5,45.4,68.1,52.7,52,62.2,44,43.7,30.1,69.2,O08529,Calpain-2 catalytic subunit OS=Mus musculus OX=10090 GN=Capn2 PE=1 SV=4,8
49.8,29.7,53.4,52.5,47.6,44.7,55,34.5,47.8,44.9,55,47.8,79.2,53.7,62.6,64.7,47.5,53.4,46.3,78.4,Q922H4,Mannose-1-phosphate guanyltransferase alpha OS=Mus musculus OX=10090 GN=Gmppa PE=1 SV=1,9
37.1,18.8,36.2,49.2,37.4,37.5,31.2,29.9,35.4,36.7,,,,,,,,,,,P46414,Cyclin-dependent kinase inhibitor 1B OS=Mus musculus OX=10090 GN=Cdkn1b PE=1 SV=2,11
33.2,34.3,43.4,36.2,29,57.3,38.5,49.7,29.6,59.7,134.9,120.4,197.2,153.7,165,166.5,114.1,129.9,111.9,167.1,A7L9Z8,Calcium-transporting ATPase type 2C member 2 OS=Mus musculus OX=10090 GN=Atp2c2 PE=2 SV=1,1
102.8,62.9,109.5,131.2,124.5,118.4,122.2,92.7,98.8,114.6,91.2,84.1,131.3,105.4,125.3,110.5,103.2,91.1,86.3,125.9,P13707,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Mus musculus OX=10090 GN=Gpd1 PE=1 SV=3",22
89,60.5,80.3,90,87.5,94.9,94.7,73.1,89.1,77.5,179.1,166.4,168.8,203.3,157.7,166.8,117.1,134.2,128.2,183.1,Q8R164,Valacyclovir hydrolase OS=Mus musculus OX=10090 GN=Bphl PE=1 SV=1,18
131.3,84.7,306.2,362.4,173.4,155.8,231.4,198.4,297.9,276.6,122.9,99.5,277.9,174.9,389,337.1,140.4,334.5,319.7,449.9,E9Q7X6,Protein HEG homolog 1 OS=Mus musculus OX=10090 GN=Heg1 PE=1 SV=1,1
,,,,,,,,,,81.7,82.4,125.6,86.1,101.8,105.5,76.1,91,71.5,104.7,Q3LAC4,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein OS=Mus musculus OX=10090 GN=Prex2 PE=1 SV=2",1
,,,,,,,,,,86.5,59.6,92.8,75.1,65.1,97.2,105.1,65.8,50.9,99.4,Q60854,Serpin B6 OS=Mus musculus OX=10090 GN=Serpinb6 PE=1 SV=1,8
31.8,22.4,39.9,49.8,43.9,37.8,44.5,41.9,37.1,46.6,104.6,118.9,223.2,140.4,117.3,119.3,141.8,122.8,78.9,152,Q9QWV9,Cyclin-T1 OS=Mus musculus OX=10090 GN=Ccnt1 PE=1 SV=3,1
